# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
100	1.0000		977	23
200	2.0000		787	213
300	3.0000		413	587
400	4.0000		129	871
500	5.0000		132	868
600	6.0000		129	871
700	7.0000		134	866
800	8.0000		113	887
900	9.0000		124	876
1000	10.0000		120	880
1100	11.0000		118	882
1200	12.0000		138	862
1300	13.0000		122	878
1400	14.0000		144	856
1500	15.0000		113	887
1600	16.0000		117	883
1700	17.0000		145	855
1800	18.0000		134	866
1900	19.0000		125	875
2000	20.0000		106	894
2100	21.0000		127	873
2200	22.0000		134	866
2300	23.0000		108	892
2400	24.0000		126	874
2500	25.0000		119	881
2600	26.0000		121	879
2700	27.0000		121	879
2800	28.0000		108	892
2900	29.0000		116	884
3000	30.0000		108	892
3100	31.0000		106	894
3200	32.0000		118	882
3300	33.0000		126	874
3400	34.0000		115	885
3500	35.0000		113	887
3600	36.0000		118	882
3700	37.0000		143	857
3800	38.0000		135	865
3900	39.0000		126	874
4000	40.0000		139	861
4100	41.0000		119	881
4200	42.0000		147	853
4300	43.0000		125	875
4400	44.0000		121	879
4500	45.0000		127	873
4600	46.0000		121	879
4700	47.0000		122	878
4800	48.0000		137	863
4900	49.0000		132	868
5000	50.0000		123	877
5100	51.0000		120	880
5200	52.0000		97	903
5300	53.0000		126	874
5400	54.0000		135	865
5500	55.0000		125	875
5600	56.0000		141	859
5700	57.0000		123	877
5800	58.0000		109	891
5900	59.0000		123	877
6000	60.0000		115	885
6100	61.0000		127	873
6200	62.0000		130	870
6300	63.0000		123	877
6400	64.0000		128	872
6500	65.0000		117	883
6600	66.0000		127	873
6700	67.0000		114	886
6800	68.0000		135	865
6900	69.0000		113	887
7000	70.0000		128	872
7100	71.0000		115	885
7200	72.0000		127	873
7300	73.0000		117	883
7400	74.0000		118	882
7500	75.0000		122	878
7600	76.0000		115	885
7700	77.0000		127	873
7800	78.0000		132	868
7900	79.0000		142	858
8000	80.0000		115	885
8100	81.0000		127	873
8200	82.0000		137	863
