# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
100	1.0000		981	19
200	2.0000		864	136
300	3.0000		553	447
400	4.0000		192	808
500	5.0000		112	888
600	6.0000		115	885
700	7.0000		110	890
800	8.0000		137	863
900	9.0000		135	865
1000	10.0000		116	884
1100	11.0000		126	874
1200	12.0000		113	887
1300	13.0000		107	893
1400	14.0000		125	875
1500	15.0000		125	875
1600	16.0000		122	878
1700	17.0000		131	869
1800	18.0000		123	877
1900	19.0000		134	866
2000	20.0000		101	899
2100	21.0000		127	873
2200	22.0000		118	882
2300	23.0000		107	893
2400	24.0000		122	878
2500	25.0000		136	864
2600	26.0000		132	868
2700	27.0000		101	899
2800	28.0000		126	874
2900	29.0000		132	868
3000	30.0000		101	899
3100	31.0000		121	879
3200	32.0000		137	863
3300	33.0000		142	858
3400	34.0000		130	870
3500	35.0000		122	878
3600	36.0000		111	889
3700	37.0000		129	871
3800	38.0000		125	875
3900	39.0000		118	882
4000	40.0000		116	884
4100	41.0000		118	882
4200	42.0000		121	879
4300	43.0000		111	889
4400	44.0000		133	867
4500	45.0000		125	875
4600	46.0000		143	857
4700	47.0000		114	886
4800	48.0000		120	880
4900	49.0000		137	863
5000	50.0000		122	878
5100	51.0000		132	868
5200	52.0000		126	874
5300	53.0000		120	880
5400	54.0000		108	892
5500	55.0000		117	883
5600	56.0000		118	882
5700	57.0000		117	883
5800	58.0000		116	884
5900	59.0000		116	884
6000	60.0000		139	861
6100	61.0000		136	864
6200	62.0000		134	866
6300	63.0000		130	870
6400	64.0000		120	880
6500	65.0000		122	878
6600	66.0000		123	877
6700	67.0000		145	855
6800	68.0000		115	885
6900	69.0000		142	858
7000	70.0000		119	881
7100	71.0000		148	852
7200	72.0000		118	882
7300	73.0000		124	876
7400	74.0000		127	873
7500	75.0000		147	853
7600	76.0000		122	878
7700	77.0000		99	901
7800	78.0000		125	875
7900	79.0000		105	895
8000	80.0000		112	888
8100	81.0000		151	849
8200	82.0000		142	858
8300	83.0000		108	892
8400	84.0000		143	857
8500	85.0000		125	875
8600	86.0000		108	892
8700	87.0000		130	870
8800	88.0000		123	877
8900	89.0000		117	883
9000	90.0000		140	860
9100	91.0000		149	851
9200	92.0000		121	879
9300	93.0000		116	884
9400	94.0000		132	868
9500	95.0000		137	863
9600	96.0000		127	873
9700	97.0000		123	877
9800	98.0000		126	874
9900	99.0000		135	865
10000	100.0000		121	879
10100	101.0000		128	872
10200	102.0000		111	889
10300	103.0000		133	867
10400	104.0000		129	871
10500	105.0000		123	877
10600	106.0000		119	881
10700	107.0000		114	886
10800	108.0000		121	879
10900	109.0000		139	861
11000	110.0000		114	886
11100	111.0000		129	871
11200	112.0000		120	880
11300	113.0000		135	865
11400	114.0000		123	877
11500	115.0000		121	879
11600	116.0000		140	860
11700	117.0000		130	870
11800	118.0000		132	868
11900	119.0000		109	891
12000	120.0000		118	882
12100	121.0000		129	871
12200	122.0000		126	874
12300	123.0000		120	880
12400	124.0000		142	858
12500	125.0000		143	857
12600	126.0000		114	886
12700	127.0000		111	889
12800	128.0000		139	861
12900	129.0000		137	863
13000	130.0000		108	892
13100	131.0000		119	881
13200	132.0000		143	857
13300	133.0000		123	877
13400	134.0000		113	887
13500	135.0000		121	879
13600	136.0000		109	891
13700	137.0000		123	877
13800	138.0000		97	903
13900	139.0000		127	873
14000	140.0000		118	882
14100	141.0000		115	885
14200	142.0000		138	862
14300	143.0000		128	872
14400	144.0000		123	877
14500	145.0000		126	874
14600	146.0000		117	883
14700	147.0000		131	869
14800	148.0000		137	863
14900	149.0000		125	875
15000	150.0000		134	866
15100	151.0000		139	861
15200	152.0000		111	889
15300	153.0000		115	885
15400	154.0000		138	862
15500	155.0000		124	876
15600	156.0000		113	887
15700	157.0000		130	870
15800	158.0000		123	877
15900	159.0000		127	873
16000	160.0000		117	883
16100	161.0000		162	838
16200	162.0000		131	869
16300	163.0000		140	860
16400	164.0000		137	863
16500	165.0000		115	885
16600	166.0000		118	882
16700	167.0000		135	865
16800	168.0000		114	886
16900	169.0000		130	870
17000	170.0000		127	873
17100	171.0000		125	875
17200	172.0000		122	878
17300	173.0000		119	881
17400	174.0000		136	864
17500	175.0000		119	881
17600	176.0000		122	878
17700	177.0000		120	880
17800	178.0000		105	895
17900	179.0000		131	869
18000	180.0000		134	866
18100	181.0000		110	890
18200	182.0000		128	872
18300	183.0000		131	869
18400	184.0000		119	881
18500	185.0000		119	881
18600	186.0000		133	867
18700	187.0000		133	867
18800	188.0000		123	877
18900	189.0000		114	886
19000	190.0000		115	885
19100	191.0000		131	869
19200	192.0000		140	860
19300	193.0000		123	877
19400	194.0000		135	865
19500	195.0000		129	871
19600	196.0000		122	878
19700	197.0000		117	883
19800	198.0000		115	885
19900	199.0000		110	890
20000	200.0000		99	901
20100	201.0000		112	888
20200	202.0000		121	879
20300	203.0000		129	871
20400	204.0000		129	871
20500	205.0000		133	867
20600	206.0000		134	866
20700	207.0000		118	882
20800	208.0000		108	892
20900	209.0000		111	889
21000	210.0000		125	875
21100	211.0000		116	884
21200	212.0000		119	881
21300	213.0000		128	872
21400	214.0000		115	885
21500	215.0000		119	881
21600	216.0000		116	884
21700	217.0000		144	856
21800	218.0000		126	874
21900	219.0000		145	855
22000	220.0000		145	855
22100	221.0000		130	870
22200	222.0000		145	855
22300	223.0000		132	868
22400	224.0000		125	875
22500	225.0000		117	883
22600	226.0000		127	873
22700	227.0000		108	892
22800	228.0000		130	870
22900	229.0000		114	886
23000	230.0000		121	879
23100	231.0000		106	894
23200	232.0000		112	888
23300	233.0000		126	874
23400	234.0000		139	861
23500	235.0000		112	888
23600	236.0000		123	877
23700	237.0000		119	881
23800	238.0000		114	886
23900	239.0000		107	893
24000	240.0000		131	869
24100	241.0000		128	872
24200	242.0000		146	854
24300	243.0000		145	855
24400	244.0000		133	867
24500	245.0000		115	885
24600	246.0000		130	870
24700	247.0000		119	881
24800	248.0000		131	869
24900	249.0000		123	877
25000	250.0000		117	883
25100	251.0000		124	876
25200	252.0000		109	891
25300	253.0000		95	905
25400	254.0000		154	846
25500	255.0000		142	858
25600	256.0000		122	878
25700	257.0000		129	871
25800	258.0000		131	869
25900	259.0000		123	877
26000	260.0000		120	880
26100	261.0000		109	891
26200	262.0000		122	878
26300	263.0000		120	880
26400	264.0000		143	857
26500	265.0000		107	893
26600	266.0000		113	887
26700	267.0000		128	872
26800	268.0000		118	882
26900	269.0000		131	869
27000	270.0000		136	864
27100	271.0000		113	887
27200	272.0000		116	884
27300	273.0000		123	877
27400	274.0000		119	881
27500	275.0000		133	867
27600	276.0000		132	868
27700	277.0000		122	878
27800	278.0000		118	882
27900	279.0000		129	871
28000	280.0000		115	885
28100	281.0000		132	868
28200	282.0000		128	872
28300	283.0000		117	883
28400	284.0000		132	868
28500	285.0000		112	888
28600	286.0000		117	883
28700	287.0000		107	893
28800	288.0000		118	882
28900	289.0000		125	875
29000	290.0000		104	896
29100	291.0000		115	885
29200	292.0000		118	882
29300	293.0000		112	888
29400	294.0000		128	872
29500	295.0000		134	866
29600	296.0000		144	856
29700	297.0000		128	872
29800	298.0000		111	889
29900	299.0000		133	867
30000	300.0000		127	873
30100	301.0000		120	880
30200	302.0000		119	881
30300	303.0000		114	886
30400	304.0000		116	884
30500	305.0000		116	884
30600	306.0000		122	878
30700	307.0000		136	864
30800	308.0000		125	875
30900	309.0000		122	878
31000	310.0000		134	866
31100	311.0000		129	871
31200	312.0000		135	865
31300	313.0000		129	871
31400	314.0000		129	871
31500	315.0000		134	866
31600	316.0000		118	882
31700	317.0000		135	865
31800	318.0000		140	860
31900	319.0000		134	866
32000	320.0000		110	890
32100	321.0000		112	888
32200	322.0000		99	901
32300	323.0000		127	873
32400	324.0000		118	882
32500	325.0000		148	852
32600	326.0000		128	872
32700	327.0000		131	869
32800	328.0000		127	873
32900	329.0000		122	878
33000	330.0000		124	876
33100	331.0000		121	879
33200	332.0000		121	879
33300	333.0000		107	893
33400	334.0000		119	881
33500	335.0000		121	879
33600	336.0000		119	881
33700	337.0000		121	879
33800	338.0000		117	883
33900	339.0000		130	870
34000	340.0000		140	860
34100	341.0000		126	874
34200	342.0000		141	859
34300	343.0000		124	876
34400	344.0000		127	873
34500	345.0000		116	884
34600	346.0000		121	879
34700	347.0000		137	863
34800	348.0000		121	879
34900	349.0000		131	869
35000	350.0000		116	884
35100	351.0000		114	886
35200	352.0000		117	883
35300	353.0000		101	899
35400	354.0000		127	873
35500	355.0000		129	871
35600	356.0000		130	870
35700	357.0000		120	880
35800	358.0000		119	881
35900	359.0000		118	882
36000	360.0000		130	870
36100	361.0000		134	866
36200	362.0000		142	858
36300	363.0000		110	890
36400	364.0000		128	872
36500	365.0000		125	875
36600	366.0000		116	884
36700	367.0000		132	868
36800	368.0000		121	879
36900	369.0000		111	889
37000	370.0000		114	886
37100	371.0000		119	881
37200	372.0000		134	866
37300	373.0000		124	876
37400	374.0000		128	872
37500	375.0000		123	877
37600	376.0000		129	871
37700	377.0000		126	874
37800	378.0000		111	889
37900	379.0000		125	875
38000	380.0000		110	890
38100	381.0000		114	886
38200	382.0000		137	863
38300	383.0000		116	884
38400	384.0000		125	875
38500	385.0000		127	873
38600	386.0000		138	862
38700	387.0000		126	874
38800	388.0000		127	873
38900	389.0000		129	871
39000	390.0000		140	860
39100	391.0000		112	888
39200	392.0000		130	870
39300	393.0000		142	858
39400	394.0000		134	866
39500	395.0000		130	870
39600	396.0000		120	880
39700	397.0000		119	881
39800	398.0000		115	885
39900	399.0000		128	872
40000	400.0000		124	876
40100	401.0000		119	881
40200	402.0000		109	891
40300	403.0000		124	876
40400	404.0000		126	874
40500	405.0000		105	895
40600	406.0000		113	887
40700	407.0000		134	866
