# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
100	1.0000		821	179
200	2.0000		565	435
300	3.0000		174	826
400	4.0000		120	880
500	5.0000		125	875
600	6.0000		130	870
700	7.0000		123	877
800	8.0000		142	858
900	9.0000		148	852
1000	10.0000		109	891
1100	11.0000		125	875
1200	12.0000		132	868
1300	13.0000		127	873
1400	14.0000		111	889
1500	15.0000		123	877
1600	16.0000		136	864
1700	17.0000		131	869
1800	18.0000		130	870
1900	19.0000		124	876
2000	20.0000		112	888
2100	21.0000		120	880
2200	22.0000		136	864
2300	23.0000		130	870
2400	24.0000		138	862
2500	25.0000		92	908
2600	26.0000		133	867
2700	27.0000		133	867
2800	28.0000		120	880
2900	29.0000		128	872
3000	30.0000		139	861
3100	31.0000		123	877
3200	32.0000		129	871
3300	33.0000		121	879
3400	34.0000		124	876
3500	35.0000		110	890
3600	36.0000		113	887
3700	37.0000		122	878
3800	38.0000		116	884
3900	39.0000		125	875
4000	40.0000		99	901
4100	41.0000		120	880
4200	42.0000		131	869
4300	43.0000		120	880
4400	44.0000		121	879
4500	45.0000		132	868
4600	46.0000		127	873
4700	47.0000		120	880
4800	48.0000		123	877
4900	49.0000		124	876
5000	50.0000		114	886
5100	51.0000		134	866
5200	52.0000		120	880
5300	53.0000		99	901
5400	54.0000		118	882
5500	55.0000		107	893
5600	56.0000		135	865
5700	57.0000		113	887
5800	58.0000		124	876
5900	59.0000		132	868
6000	60.0000		114	886
6100	61.0000		125	875
6200	62.0000		129	871
6300	63.0000		137	863
6400	64.0000		142	858
6500	65.0000		120	880
6600	66.0000		121	879
6700	67.0000		137	863
6800	68.0000		106	894
6900	69.0000		117	883
7000	70.0000		119	881
7100	71.0000		123	877
7200	72.0000		112	888
7300	73.0000		107	893
7400	74.0000		134	866
7500	75.0000		109	891
7600	76.0000		123	877
7700	77.0000		120	880
7800	78.0000		134	866
7900	79.0000		112	888
8000	80.0000		147	853
8100	81.0000		101	899
8200	82.0000		127	873
8300	83.0000		131	869
8400	84.0000		148	852
8500	85.0000		129	871
8600	86.0000		118	882
8700	87.0000		106	894
8800	88.0000		132	868
8900	89.0000		141	859
9000	90.0000		123	877
9100	91.0000		122	878
9200	92.0000		123	877
9300	93.0000		123	877
9400	94.0000		131	869
9500	95.0000		135	865
9600	96.0000		139	861
9700	97.0000		114	886
9800	98.0000		112	888
9900	99.0000		124	876
10000	100.0000		116	884
10100	101.0000		142	858
10200	102.0000		116	884
10300	103.0000		137	863
10400	104.0000		161	839
10500	105.0000		116	884
10600	106.0000		126	874
10700	107.0000		128	872
10800	108.0000		129	871
10900	109.0000		121	879
11000	110.0000		111	889
11100	111.0000		128	872
11200	112.0000		127	873
11300	113.0000		107	893
11400	114.0000		118	882
11500	115.0000		116	884
11600	116.0000		124	876
11700	117.0000		115	885
11800	118.0000		113	887
11900	119.0000		114	886
12000	120.0000		113	887
12100	121.0000		114	886
12200	122.0000		133	867
12300	123.0000		143	857
12400	124.0000		118	882
12500	125.0000		124	876
12600	126.0000		141	859
12700	127.0000		116	884
12800	128.0000		116	884
12900	129.0000		144	856
13000	130.0000		121	879
13100	131.0000		111	889
13200	132.0000		100	900
13300	133.0000		140	860
13400	134.0000		138	862
13500	135.0000		135	865
13600	136.0000		129	871
13700	137.0000		107	893
13800	138.0000		118	882
13900	139.0000		133	867
14000	140.0000		113	887
14100	141.0000		124	876
14200	142.0000		126	874
14300	143.0000		121	879
14400	144.0000		126	874
14500	145.0000		129	871
14600	146.0000		125	875
14700	147.0000		142	858
14800	148.0000		118	882
14900	149.0000		144	856
15000	150.0000		144	856
15100	151.0000		112	888
15200	152.0000		137	863
15300	153.0000		123	877
15400	154.0000		113	887
15500	155.0000		115	885
15600	156.0000		132	868
15700	157.0000		107	893
15800	158.0000		123	877
15900	159.0000		100	900
16000	160.0000		134	866
16100	161.0000		132	868
16200	162.0000		128	872
16300	163.0000		120	880
16400	164.0000		112	888
16500	165.0000		138	862
16600	166.0000		155	845
16700	167.0000		118	882
16800	168.0000		132	868
16900	169.0000		128	872
17000	170.0000		133	867
17100	171.0000		132	868
17200	172.0000		118	882
17300	173.0000		136	864
17400	174.0000		111	889
17500	175.0000		132	868
17600	176.0000		129	871
17700	177.0000		131	869
17800	178.0000		142	858
17900	179.0000		119	881
18000	180.0000		125	875
18100	181.0000		113	887
18200	182.0000		131	869
18300	183.0000		121	879
18400	184.0000		128	872
18500	185.0000		118	882
18600	186.0000		110	890
18700	187.0000		135	865
18800	188.0000		117	883
18900	189.0000		126	874
19000	190.0000		103	897
19100	191.0000		126	874
19200	192.0000		127	873
19300	193.0000		121	879
19400	194.0000		115	885
19500	195.0000		134	866
19600	196.0000		142	858
19700	197.0000		139	861
19800	198.0000		116	884
19900	199.0000		114	886
20000	200.0000		128	872
20100	201.0000		124	876
20200	202.0000		125	875
20300	203.0000		126	874
20400	204.0000		127	873
20500	205.0000		123	877
20600	206.0000		119	881
20700	207.0000		126	874
20800	208.0000		115	885
20900	209.0000		145	855
21000	210.0000		124	876
21100	211.0000		136	864
21200	212.0000		129	871
21300	213.0000		123	877
21400	214.0000		148	852
21500	215.0000		126	874
21600	216.0000		115	885
21700	217.0000		118	882
21800	218.0000		111	889
21900	219.0000		111	889
22000	220.0000		157	843
22100	221.0000		130	870
22200	222.0000		135	865
22300	223.0000		110	890
22400	224.0000		120	880
22500	225.0000		133	867
22600	226.0000		114	886
22700	227.0000		128	872
22800	228.0000		101	899
22900	229.0000		114	886
23000	230.0000		115	885
23100	231.0000		120	880
23200	232.0000		119	881
23300	233.0000		117	883
23400	234.0000		132	868
23500	235.0000		123	877
23600	236.0000		132	868
23700	237.0000		125	875
23800	238.0000		114	886
23900	239.0000		138	862
24000	240.0000		135	865
24100	241.0000		115	885
24200	242.0000		153	847
24300	243.0000		142	858
24400	244.0000		134	866
24500	245.0000		136	864
24600	246.0000		132	868
24700	247.0000		130	870
24800	248.0000		134	866
24900	249.0000		112	888
25000	250.0000		107	893
25100	251.0000		131	869
25200	252.0000		137	863
25300	253.0000		136	864
25400	254.0000		120	880
25500	255.0000		124	876
25600	256.0000		130	870
25700	257.0000		128	872
25800	258.0000		133	867
25900	259.0000		117	883
26000	260.0000		134	866
26100	261.0000		136	864
26200	262.0000		128	872
26300	263.0000		132	868
26400	264.0000		116	884
26500	265.0000		131	869
26600	266.0000		117	883
26700	267.0000		127	873
26800	268.0000		120	880
26900	269.0000		124	876
27000	270.0000		123	877
27100	271.0000		128	872
27200	272.0000		135	865
27300	273.0000		133	867
27400	274.0000		132	868
27500	275.0000		131	869
27600	276.0000		126	874
27700	277.0000		124	876
27800	278.0000		135	865
27900	279.0000		114	886
28000	280.0000		139	861
28100	281.0000		118	882
28200	282.0000		144	856
28300	283.0000		129	871
28400	284.0000		123	877
28500	285.0000		124	876
28600	286.0000		135	865
28700	287.0000		137	863
28800	288.0000		117	883
28900	289.0000		111	889
29000	290.0000		111	889
29100	291.0000		122	878
29200	292.0000		111	889
29300	293.0000		112	888
29400	294.0000		128	872
29500	295.0000		123	877
29600	296.0000		124	876
29700	297.0000		125	875
29800	298.0000		122	878
29900	299.0000		121	879
30000	300.0000		129	871
30100	301.0000		136	864
30200	302.0000		106	894
30300	303.0000		122	878
30400	304.0000		138	862
30500	305.0000		119	881
30600	306.0000		124	876
30700	307.0000		137	863
30800	308.0000		128	872
30900	309.0000		119	881
31000	310.0000		131	869
31100	311.0000		107	893
31200	312.0000		140	860
31300	313.0000		107	893
31400	314.0000		132	868
31500	315.0000		139	861
31600	316.0000		121	879
31700	317.0000		141	859
31800	318.0000		119	881
31900	319.0000		132	868
32000	320.0000		129	871
32100	321.0000		142	858
32200	322.0000		123	877
32300	323.0000		135	865
32400	324.0000		134	866
32500	325.0000		140	860
32600	326.0000		137	863
32700	327.0000		88	912
32800	328.0000		111	889
32900	329.0000		122	878
33000	330.0000		147	853
33100	331.0000		128	872
33200	332.0000		136	864
33300	333.0000		139	861
33400	334.0000		102	898
33500	335.0000		135	865
33600	336.0000		138	862
33700	337.0000		119	881
33800	338.0000		141	859
33900	339.0000		129	871
34000	340.0000		123	877
34100	341.0000		117	883
34200	342.0000		141	859
34300	343.0000		126	874
34400	344.0000		124	876
34500	345.0000		125	875
34600	346.0000		124	876
34700	347.0000		122	878
34800	348.0000		132	868
34900	349.0000		132	868
35000	350.0000		105	895
35100	351.0000		118	882
35200	352.0000		118	882
35300	353.0000		129	871
35400	354.0000		102	898
35500	355.0000		133	867
35600	356.0000		133	867
35700	357.0000		101	899
35800	358.0000		117	883
35900	359.0000		116	884
36000	360.0000		124	876
36100	361.0000		107	893
36200	362.0000		111	889
36300	363.0000		131	869
36400	364.0000		125	875
36500	365.0000		121	879
36600	366.0000		120	880
36700	367.0000		126	874
36800	368.0000		119	881
36900	369.0000		146	854
37000	370.0000		129	871
37100	371.0000		138	862
37200	372.0000		128	872
37300	373.0000		132	868
37400	374.0000		127	873
37500	375.0000		145	855
37600	376.0000		136	864
37700	377.0000		115	885
37800	378.0000		163	837
37900	379.0000		123	877
38000	380.0000		127	873
38100	381.0000		116	884
38200	382.0000		117	883
38300	383.0000		125	875
38400	384.0000		117	883
38500	385.0000		108	892
38600	386.0000		129	871
38700	387.0000		126	874
38800	388.0000		116	884
38900	389.0000		123	877
39000	390.0000		124	876
39100	391.0000		133	867
39200	392.0000		129	871
39300	393.0000		119	881
39400	394.0000		118	882
39500	395.0000		104	896
39600	396.0000		114	886
39700	397.0000		110	890
39800	398.0000		119	881
39900	399.0000		111	889
40000	400.0000		117	883
40100	401.0000		95	905
40200	402.0000		126	874
40300	403.0000		112	888
40400	404.0000		110	890
40500	405.0000		129	871
40600	406.0000		126	874
40700	407.0000		116	884
40800	408.0000		108	892
40900	409.0000		128	872
41000	410.0000		122	878
41100	411.0000		124	876
41200	412.0000		140	860
41300	413.0000		120	880
41400	414.0000		114	886
41500	415.0000		101	899
41600	416.0000		130	870
41700	417.0000		123	877
41800	418.0000		128	872
41900	419.0000		127	873
42000	420.0000		135	865
42100	421.0000		101	899
42200	422.0000		131	869
42300	423.0000		134	866
42400	424.0000		142	858
42500	425.0000		146	854
42600	426.0000		118	882
42700	427.0000		124	876
42800	428.0000		112	888
42900	429.0000		141	859
43000	430.0000		89	911
43100	431.0000		130	870
43200	432.0000		134	866
43300	433.0000		115	885
43400	434.0000		125	875
43500	435.0000		146	854
43600	436.0000		139	861
43700	437.0000		120	880
43800	438.0000		129	871
43900	439.0000		131	869
44000	440.0000		109	891
44100	441.0000		106	894
44200	442.0000		146	854
44300	443.0000		120	880
44400	444.0000		127	873
44500	445.0000		120	880
44600	446.0000		130	870
44700	447.0000		125	875
44800	448.0000		129	871
44900	449.0000		136	864
45000	450.0000		121	879
45100	451.0000		120	880
45200	452.0000		123	877
45300	453.0000		123	877
45400	454.0000		136	864
45500	455.0000		132	868
45600	456.0000		140	860
45700	457.0000		130	870
45800	458.0000		108	892
45900	459.0000		139	861
46000	460.0000		126	874
46100	461.0000		126	874
46200	462.0000		126	874
46300	463.0000		109	891
46400	464.0000		134	866
46500	465.0000		128	872
46600	466.0000		111	889
46700	467.0000		125	875
46800	468.0000		111	889
46900	469.0000		141	859
47000	470.0000		118	882
47100	471.0000		129	871
47200	472.0000		133	867
47300	473.0000		144	856
47400	474.0000		140	860
47500	475.0000		121	879
47600	476.0000		129	871
47700	477.0000		131	869
47800	478.0000		124	876
47900	479.0000		129	871
48000	480.0000		137	863
48100	481.0000		102	898
48200	482.0000		123	877
48300	483.0000		108	892
48400	484.0000		115	885
48500	485.0000		148	852
48600	486.0000		132	868
48700	487.0000		108	892
48800	488.0000		128	872
48900	489.0000		133	867
49000	490.0000		121	879
49100	491.0000		123	877
49200	492.0000		135	865
49300	493.0000		118	882
49400	494.0000		128	872
49500	495.0000		118	882
49600	496.0000		114	886
49700	497.0000		128	872
49800	498.0000		111	889
49900	499.0000		134	866
50000	500.0000		127	873
50100	501.0000		124	876
50200	502.0000		110	890
50300	503.0000		123	877
50400	504.0000		139	861
50500	505.0000		133	867
50600	506.0000		135	865
50700	507.0000		113	887
50800	508.0000		116	884
50900	509.0000		109	891
51000	510.0000		119	881
51100	511.0000		124	876
51200	512.0000		130	870
51300	513.0000		132	868
51400	514.0000		138	862
51500	515.0000		125	875
51600	516.0000		111	889
51700	517.0000		134	866
51800	518.0000		117	883
51900	519.0000		110	890
52000	520.0000		124	876
52100	521.0000		133	867
52200	522.0000		114	886
52300	523.0000		130	870
52400	524.0000		128	872
52500	525.0000		120	880
