# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
10	0.1000		999	1
20	0.2000		999	1
30	0.3000		997	3
40	0.4000		993	7
50	0.5000		993	7
60	0.6000		992	8
70	0.7000		984	16
80	0.8000		982	18
90	0.9000		973	27
100	1.0000		961	39
110	1.1000		949	51
120	1.2000		942	58
130	1.3000		930	70
140	1.4000		917	83
150	1.5000		888	112
160	1.6000		855	145
170	1.7000		840	160
180	1.8000		831	169
190	1.9000		802	198
200	2.0000		792	208
210	2.1000		755	245
220	2.2000		717	283
230	2.3000		671	329
240	2.4000		626	374
250	2.5000		581	419
260	2.6000		517	483
270	2.7000		494	506
280	2.8000		459	541
290	2.9000		428	572
300	3.0000		393	607
310	3.1000		342	658
320	3.2000		307	693
330	3.3000		274	726
340	3.4000		232	768
350	3.5000		193	807
360	3.6000		200	800
370	3.7000		183	817
380	3.8000		167	833
390	3.9000		170	830
400	4.0000		156	844
410	4.1000		144	856
420	4.2000		142	858
430	4.3000		126	874
440	4.4000		129	871
450	4.5000		129	871
460	4.6000		127	873
470	4.7000		114	886
480	4.8000		108	892
490	4.9000		105	895
500	5.0000		108	892
510	5.1000		122	878
520	5.2000		121	879
530	5.3000		121	879
540	5.4000		128	872
550	5.5000		138	862
560	5.6000		149	851
570	5.7000		152	848
580	5.8000		135	865
590	5.9000		139	861
600	6.0000		114	886
610	6.1000		114	886
620	6.2000		114	886
630	6.3000		104	896
640	6.4000		121	879
650	6.5000		115	885
660	6.6000		115	885
670	6.7000		120	880
680	6.8000		106	894
690	6.9000		122	878
700	7.0000		108	892
710	7.1000		129	871
720	7.2000		116	884
730	7.3000		120	880
740	7.4000		118	882
750	7.5000		132	868
760	7.6000		112	888
770	7.7000		106	894
780	7.8000		129	871
790	7.9000		128	872
800	8.0000		143	857
810	8.1000		124	876
820	8.2000		136	864
830	8.3000		134	866
840	8.4000		127	873
850	8.5000		132	868
860	8.6000		121	879
870	8.7000		132	868
880	8.8000		132	868
890	8.9000		143	857
900	9.0000		143	857
910	9.1000		137	863
920	9.2000		132	868
930	9.3000		123	877
940	9.4000		123	877
950	9.5000		117	883
960	9.6000		114	886
970	9.7000		137	863
980	9.8000		122	878
990	9.9000		120	880
1000	10.0000		124	876
1010	10.1000		121	879
1020	10.2000		109	891
1030	10.3000		116	884
1040	10.4000		101	899
1050	10.5000		124	876
1060	10.6000		121	879
1070	10.7000		115	885
1080	10.8000		129	871
1090	10.9000		106	894
1100	11.0000		109	891
1110	11.1000		101	899
1120	11.2000		111	889
1130	11.3000		119	881
1140	11.4000		132	868
1150	11.5000		142	858
1160	11.6000		135	865
1170	11.7000		112	888
1180	11.8000		105	895
1190	11.9000		126	874
1200	12.0000		110	890
1210	12.1000		130	870
1220	12.2000		123	877
1230	12.3000		131	869
1240	12.4000		125	875
1250	12.5000		111	889
1260	12.6000		116	884
1270	12.7000		123	877
1280	12.8000		117	883
1290	12.9000		111	889
1300	13.0000		109	891
1310	13.1000		116	884
1320	13.2000		132	868
1330	13.3000		142	858
1340	13.4000		111	889
1350	13.5000		119	881
1360	13.6000		107	893
1370	13.7000		115	885
1380	13.8000		115	885
1390	13.9000		119	881
1400	14.0000		106	894
1410	14.1000		122	878
1420	14.2000		122	878
1430	14.3000		116	884
1440	14.4000		122	878
1450	14.5000		138	862
1460	14.6000		132	868
1470	14.7000		118	882
1480	14.8000		119	881
1490	14.9000		104	896
1500	15.0000		112	888
1510	15.1000		111	889
1520	15.2000		109	891
1530	15.3000		108	892
1540	15.4000		118	882
1550	15.5000		111	889
1560	15.6000		98	902
1570	15.7000		105	895
1580	15.8000		128	872
1590	15.9000		145	855
1600	16.0000		151	849
1610	16.1000		148	852
1620	16.2000		123	877
1630	16.3000		101	899
1640	16.4000		107	893
1650	16.5000		122	878
1660	16.6000		110	890
1670	16.7000		119	881
1680	16.8000		120	880
1690	16.9000		102	898
1700	17.0000		118	882
1710	17.1000		109	891
1720	17.2000		117	883
1730	17.3000		104	896
1740	17.4000		103	897
1750	17.5000		114	886
1760	17.6000		111	889
1770	17.7000		137	863
1780	17.8000		126	874
1790	17.9000		136	864
1800	18.0000		135	865
1810	18.1000		133	867
1820	18.2000		123	877
1830	18.3000		111	889
1840	18.4000		118	882
1850	18.5000		136	864
1860	18.6000		127	873
1870	18.7000		127	873
1880	18.8000		128	872
1890	18.9000		124	876
1900	19.0000		113	887
1910	19.1000		118	882
1920	19.2000		108	892
1930	19.3000		112	888
1940	19.4000		119	881
1950	19.5000		113	887
1960	19.6000		103	897
1970	19.7000		112	888
1980	19.8000		109	891
1990	19.9000		115	885
2000	20.0000		137	863
2010	20.1000		129	871
2020	20.2000		116	884
2030	20.3000		122	878
2040	20.4000		125	875
2050	20.5000		114	886
2060	20.6000		111	889
2070	20.7000		125	875
2080	20.8000		117	883
2090	20.9000		112	888
2100	21.0000		113	887
2110	21.1000		103	897
2120	21.2000		95	905
2130	21.3000		134	866
2140	21.4000		134	866
2150	21.5000		115	885
2160	21.6000		109	891
2170	21.7000		104	896
2180	21.8000		129	871
2190	21.9000		132	868
2200	22.0000		127	873
2210	22.1000		123	877
2220	22.2000		124	876
2230	22.3000		130	870
2240	22.4000		136	864
2250	22.5000		121	879
2260	22.6000		125	875
2270	22.7000		129	871
2280	22.8000		112	888
2290	22.9000		115	885
2300	23.0000		136	864
2310	23.1000		123	877
2320	23.2000		137	863
2330	23.3000		118	882
2340	23.4000		127	873
2350	23.5000		129	871
2360	23.6000		123	877
2370	23.7000		113	887
2380	23.8000		108	892
2390	23.9000		124	876
2400	24.0000		96	904
2410	24.1000		100	900
2420	24.2000		110	890
2430	24.3000		107	893
2440	24.4000		108	892
2450	24.5000		114	886
2460	24.6000		108	892
2470	24.7000		115	885
2480	24.8000		130	870
2490	24.9000		116	884
2500	25.0000		127	873
2510	25.1000		153	847
2520	25.2000		149	851
2530	25.3000		153	847
2540	25.4000		146	854
2550	25.5000		138	862
2560	25.6000		142	858
2570	25.7000		140	860
2580	25.8000		125	875
2590	25.9000		125	875
2600	26.0000		129	871
2610	26.1000		125	875
2620	26.2000		117	883
2630	26.3000		116	884
2640	26.4000		114	886
2650	26.5000		112	888
2660	26.6000		113	887
2670	26.7000		125	875
2680	26.8000		124	876
2690	26.9000		124	876
2700	27.0000		107	893
2710	27.1000		123	877
2720	27.2000		119	881
2730	27.3000		117	883
2740	27.4000		128	872
2750	27.5000		124	876
2760	27.6000		122	878
2770	27.7000		124	876
2780	27.8000		117	883
2790	27.9000		106	894
2800	28.0000		126	874
2810	28.1000		118	882
2820	28.2000		124	876
2830	28.3000		126	874
2840	28.4000		137	863
2850	28.5000		135	865
2860	28.6000		130	870
2870	28.7000		119	881
2880	28.8000		113	887
2890	28.9000		106	894
2900	29.0000		114	886
2910	29.1000		126	874
2920	29.2000		105	895
2930	29.3000		97	903
2940	29.4000		127	873
2950	29.5000		118	882
2960	29.6000		98	902
2970	29.7000		110	890
2980	29.8000		121	879
2990	29.9000		111	889
3000	30.0000		110	890
3010	30.1000		121	879
3020	30.2000		135	865
3030	30.3000		131	869
3040	30.4000		134	866
3050	30.5000		118	882
3060	30.6000		122	878
3070	30.7000		106	894
3080	30.8000		135	865
3090	30.9000		124	876
3100	31.0000		118	882
3110	31.1000		105	895
3120	31.2000		103	897
3130	31.3000		126	874
3140	31.4000		115	885
3150	31.5000		122	878
3160	31.6000		126	874
3170	31.7000		137	863
3180	31.8000		120	880
3190	31.9000		116	884
3200	32.0000		103	897
3210	32.1000		120	880
3220	32.2000		118	882
3230	32.3000		101	899
3240	32.4000		122	878
3250	32.5000		108	892
3260	32.6000		117	883
3270	32.7000		134	866
3280	32.8000		146	854
3290	32.9000		141	859
3300	33.0000		120	880
3310	33.1000		124	876
3320	33.2000		129	871
3330	33.3000		126	874
3340	33.4000		126	874
3350	33.5000		127	873
3360	33.6000		133	867
3370	33.7000		124	876
3380	33.8000		114	886
3390	33.9000		118	882
3400	34.0000		121	879
3410	34.1000		123	877
3420	34.2000		124	876
3430	34.3000		127	873
3440	34.4000		125	875
3450	34.5000		126	874
3460	34.6000		140	860
3470	34.7000		112	888
3480	34.8000		115	885
3490	34.9000		114	886
3500	35.0000		121	879
3510	35.1000		122	878
3520	35.2000		133	867
3530	35.3000		128	872
3540	35.4000		131	869
3550	35.5000		139	861
3560	35.6000		123	877
3570	35.7000		129	871
3580	35.8000		115	885
3590	35.9000		126	874
3600	36.0000		117	883
3610	36.1000		125	875
3620	36.2000		96	904
3630	36.3000		112	888
3640	36.4000		106	894
3650	36.5000		109	891
3660	36.6000		105	895
3670	36.7000		101	899
3680	36.8000		110	890
3690	36.9000		106	894
3700	37.0000		126	874
3710	37.1000		128	872
3720	37.2000		110	890
3730	37.3000		117	883
3740	37.4000		117	883
3750	37.5000		122	878
3760	37.6000		99	901
3770	37.7000		117	883
3780	37.8000		112	888
3790	37.9000		120	880
3800	38.0000		111	889
3810	38.1000		122	878
3820	38.2000		135	865
3830	38.3000		122	878
3840	38.4000		111	889
3850	38.5000		113	887
3860	38.6000		117	883
3870	38.7000		125	875
3880	38.8000		121	879
3890	38.9000		117	883
3900	39.0000		100	900
3910	39.1000		127	873
3920	39.2000		134	866
3930	39.3000		126	874
3940	39.4000		125	875
3950	39.5000		123	877
3960	39.6000		113	887
3970	39.7000		146	854
3980	39.8000		138	862
3990	39.9000		123	877
4000	40.0000		108	892
4010	40.1000		108	892
4020	40.2000		112	888
4030	40.3000		121	879
4040	40.4000		130	870
4050	40.5000		124	876
4060	40.6000		115	885
4070	40.7000		134	866
4080	40.8000		134	866
4090	40.9000		125	875
4100	41.0000		111	889
4110	41.1000		138	862
4120	41.2000		127	873
4130	41.3000		115	885
4140	41.4000		134	866
4150	41.5000		138	862
4160	41.6000		136	864
4170	41.7000		125	875
4180	41.8000		120	880
4190	41.9000		117	883
4200	42.0000		112	888
4210	42.1000		126	874
4220	42.2000		119	881
4230	42.3000		140	860
4240	42.4000		138	862
4250	42.5000		118	882
4260	42.6000		126	874
4270	42.7000		146	854
4280	42.8000		134	866
4290	42.9000		127	873
4300	43.0000		118	882
4310	43.1000		112	888
4320	43.2000		121	879
4330	43.3000		123	877
4340	43.4000		139	861
4350	43.5000		133	867
4360	43.6000		149	851
4370	43.7000		124	876
4380	43.8000		120	880
4390	43.9000		129	871
4400	44.0000		114	886
4410	44.1000		143	857
4420	44.2000		138	862
4430	44.3000		130	870
4440	44.4000		138	862
4450	44.5000		144	856
4460	44.6000		122	878
4470	44.7000		137	863
