# Step	Time	mean_S	stderr_S	mean_I	stderr_I
31800	318.0000	660.000000	36.124308	340.000000	36.124308
31900	319.0000	655.280000	36.627575	344.720000	36.627575
32000	320.0000	658.660000	36.292397	341.340000	36.292397
32100	321.0000	658.520000	36.250862	341.480000	36.250862
32200	322.0000	661.500000	35.969156	338.500000	35.969156
32300	323.0000	660.220000	36.134817	339.780000	36.134817
32400	324.0000	661.020000	36.069328	338.980000	36.069328
32500	325.0000	658.340000	36.319346	341.660000	36.319346
32600	326.0000	657.780000	36.373158	342.220000	36.373158
32700	327.0000	659.360000	36.250161	340.640000	36.250161
32800	328.0000	660.840000	36.019954	339.160000	36.019954
32900	329.0000	658.120000	36.360282	341.880000	36.360282
33000	330.0000	661.780000	35.947176	338.220000	35.947176
33100	331.0000	655.360000	36.605680	344.640000	36.605680
33200	332.0000	663.480000	35.775469	336.520000	35.775469
33300	333.0000	662.300000	35.896142	337.700000	35.896142
33400	334.0000	658.080000	36.355124	341.920000	36.355124
33500	335.0000	656.020000	36.582034	343.980000	36.582034
33600	336.0000	662.620000	35.854337	337.380000	35.854337
33700	337.0000	661.800000	35.930154	338.200000	35.930154
33800	338.0000	662.780000	35.869857	337.220000	35.869857
33900	339.0000	660.120000	36.123296	339.880000	36.123296
34000	340.0000	657.380000	36.405636	342.620000	36.405636
34100	341.0000	657.160000	36.446447	342.840000	36.446447
34200	342.0000	657.780000	36.414890	342.220000	36.414890
34300	343.0000	655.960000	36.570031	344.040000	36.570031
34400	344.0000	654.680000	36.731746	345.320000	36.731746
34500	345.0000	656.460000	36.558000	343.540000	36.558000
34600	346.0000	659.160000	36.278934	340.840000	36.278934
34700	347.0000	661.980000	35.941636	338.020000	35.941636
34800	348.0000	657.480000	36.393475	342.520000	36.393475
34900	349.0000	661.980000	35.911987	338.020000	35.911987
35000	350.0000	653.720000	36.825980	346.280000	36.825980
35100	351.0000	656.360000	36.522681	343.640000	36.522681
35200	352.0000	658.340000	36.311647	341.660000	36.311647
35300	353.0000	658.220000	36.354161	341.780000	36.354161
35400	354.0000	658.060000	36.340186	341.940000	36.340186
35500	355.0000	656.560000	36.475626	343.440000	36.475626
35600	356.0000	660.640000	36.044969	339.360000	36.044969
35700	357.0000	658.320000	36.320765	341.680000	36.320765
35800	358.0000	659.300000	36.207759	340.700000	36.207759
35900	359.0000	656.740000	36.506370	343.260000	36.506370
36000	360.0000	660.940000	36.038584	339.060000	36.038584
36100	361.0000	658.600000	36.285281	341.400000	36.285281
36200	362.0000	660.320000	36.116007	339.680000	36.116007
36300	363.0000	656.140000	36.552373	343.860000	36.552373
36400	364.0000	658.520000	36.361598	341.480000	36.361598
36500	365.0000	654.940000	36.686394	345.060000	36.686394
36600	366.0000	652.400000	36.923055	347.600000	36.923055
36700	367.0000	657.580000	36.415547	342.420000	36.415547
36800	368.0000	654.460000	36.743557	345.540000	36.743557
36900	369.0000	654.720000	36.714728	345.280000	36.714728
37000	370.0000	657.780000	36.391717	342.220000	36.391717
37100	371.0000	660.880000	36.044746	339.120000	36.044746
37200	372.0000	664.680000	35.708357	335.320000	35.708357
37300	373.0000	662.180000	35.921689	337.820000	35.921689
37400	374.0000	657.900000	36.354590	342.100000	36.354590
37500	375.0000	660.100000	36.162945	339.900000	36.162945
37600	376.0000	664.240000	35.702790	335.760000	35.702790
37700	377.0000	663.580000	35.793017	336.420000	35.793017
37800	378.0000	660.380000	36.095361	339.620000	36.095361
37900	379.0000	657.660000	36.353251	342.340000	36.353251
38000	380.0000	657.800000	36.387701	342.200000	36.387701
38100	381.0000	654.680000	36.698582	345.320000	36.698582
38200	382.0000	652.760000	36.920374	347.240000	36.920374
38300	383.0000	655.000000	36.678310	345.000000	36.678310
38400	384.0000	660.820000	36.040707	339.180000	36.040707
38500	385.0000	655.700000	36.582971	344.300000	36.582971
38600	386.0000	656.820000	36.491530	343.180000	36.491530
38700	387.0000	657.240000	36.449335	342.760000	36.449335
38800	388.0000	659.920000	36.117451	340.080000	36.117451
38900	389.0000	658.860000	36.259873	341.140000	36.259873
39000	390.0000	653.000000	36.852864	347.000000	36.852864
39100	391.0000	656.000000	36.554868	344.000000	36.554868
39200	392.0000	656.720000	36.478772	343.280000	36.478772
39300	393.0000	659.740000	36.133893	340.260000	36.133893
39400	394.0000	658.580000	36.305450	341.420000	36.305450
39500	395.0000	657.220000	36.421239	342.780000	36.421239
39600	396.0000	657.620000	36.427538	342.380000	36.427538
39700	397.0000	657.500000	36.386660	342.500000	36.386660
39800	398.0000	659.660000	36.185750	340.340000	36.185750
39900	399.0000	658.380000	36.331275	341.620000	36.331275
40000	400.0000	659.080000	36.300951	340.920000	36.300951
40100	401.0000	661.220000	36.065044	338.780000	36.065044
40200	402.0000	661.760000	35.965512	338.240000	35.965512
40300	403.0000	660.640000	36.042927	339.360000	36.042927
40400	404.0000	660.800000	36.044550	339.200000	36.044550
40500	405.0000	658.000000	36.356700	342.000000	36.356700
40600	406.0000	659.760000	36.148268	340.240000	36.148268
40700	407.0000	657.820000	36.414477	342.180000	36.414477
40800	408.0000	660.340000	36.161190	339.660000	36.161190
40900	409.0000	658.440000	36.294696	341.560000	36.294696
41000	410.0000	654.860000	36.662253	345.140000	36.662253
41100	411.0000	658.860000	36.262984	341.140000	36.262984
41200	412.0000	653.940000	36.792134	346.060000	36.792134
41300	413.0000	660.280000	36.123577	339.720000	36.123577
41400	414.0000	660.340000	36.178398	339.660000	36.178398
41500	415.0000	660.320000	36.133956	339.680000	36.133956
41600	416.0000	658.000000	36.349107	342.000000	36.349107
41700	417.0000	660.560000	36.086243	339.440000	36.086243
41800	418.0000	657.020000	36.465090	342.980000	36.465090
41900	419.0000	658.260000	36.315042	341.740000	36.315042
42000	420.0000	657.560000	36.414691	342.440000	36.414691
42100	421.0000	655.140000	36.713431	344.860000	36.713431
42200	422.0000	656.000000	36.549616	344.000000	36.549616
42300	423.0000	656.380000	36.547688	343.620000	36.547688
42400	424.0000	655.380000	36.615842	344.620000	36.615842
42500	425.0000	657.020000	36.440686	342.980000	36.440686
42600	426.0000	659.300000	36.206422	340.700000	36.206422
42700	427.0000	655.120000	36.635236	344.880000	36.635236
42800	428.0000	656.540000	36.483785	343.460000	36.483785
42900	429.0000	657.560000	36.440024	342.440000	36.440024
43000	430.0000	659.540000	36.192267	340.460000	36.192267
43100	431.0000	658.420000	36.315342	341.580000	36.315342
43200	432.0000	655.520000	36.568536	344.480000	36.568536
43300	433.0000	654.700000	36.684179	345.300000	36.684179
43400	434.0000	656.680000	36.500471	343.320000	36.500471
43500	435.0000	659.340000	36.241729	340.660000	36.241729
43600	436.0000	659.520000	36.216673	340.480000	36.216673
43700	437.0000	657.400000	36.406021	342.600000	36.406021
43800	438.0000	654.940000	36.695225	345.060000	36.695225
43900	439.0000	653.760000	36.812656	346.240000	36.812656
44000	440.0000	657.340000	36.411895	342.660000	36.411895
44100	441.0000	653.820000	36.774564	346.180000	36.774564
44200	442.0000	658.280000	36.366293	341.720000	36.366293
44300	443.0000	660.200000	36.143459	339.800000	36.143459
44400	444.0000	660.040000	36.156094	339.960000	36.156094
44500	445.0000	660.500000	36.117433	339.500000	36.117433
44600	446.0000	663.520000	35.804784	336.480000	35.804784
44700	447.0000	660.500000	36.081034	339.500000	36.081034
44800	448.0000	655.360000	36.645783	344.640000	36.645783
44900	449.0000	656.840000	36.447764	343.160000	36.447764
45000	450.0000	658.540000	36.336970	341.460000	36.336970
45100	451.0000	658.760000	36.267402	341.240000	36.267402
45200	452.0000	654.580000	36.726634	345.420000	36.726634
45300	453.0000	660.200000	36.106121	339.800000	36.106121
45400	454.0000	660.360000	36.106074	339.640000	36.106074
45500	455.0000	654.300000	36.726505	345.700000	36.726505
45600	456.0000	655.000000	36.674667	345.000000	36.674667
45700	457.0000	654.720000	36.742259	345.280000	36.742259
45800	458.0000	656.120000	36.536214	343.880000	36.536214
45900	459.0000	657.920000	36.331406	342.080000	36.331406
46000	460.0000	655.040000	36.668198	344.960000	36.668198
46100	461.0000	662.920000	35.835020	337.080000	35.835020
46200	462.0000	661.520000	36.021641	338.480000	36.021641
46300	463.0000	660.520000	36.098933	339.480000	36.098933
46400	464.0000	661.460000	35.968188	338.540000	35.968188
46500	465.0000	658.100000	36.347250	341.900000	36.347250
46600	466.0000	662.340000	35.925229	337.660000	35.925229
46700	467.0000	661.280000	36.060172	338.720000	36.060172
46800	468.0000	661.060000	35.998082	338.940000	35.998082
46900	469.0000	660.160000	36.084427	339.840000	36.084427
47000	470.0000	659.300000	36.229151	340.700000	36.229151
47100	471.0000	658.800000	36.232041	341.200000	36.232041
47200	472.0000	659.280000	36.197415	340.720000	36.197415
47300	473.0000	659.520000	36.168796	340.480000	36.168796
47400	474.0000	660.340000	36.130393	339.660000	36.130393
47500	475.0000	659.940000	36.158644	340.060000	36.158644
47600	476.0000	661.440000	35.992946	338.560000	35.992946
47700	477.0000	655.860000	36.594951	344.140000	36.594951
47800	478.0000	654.740000	36.743694	345.260000	36.743694
47900	479.0000	656.980000	36.462128	343.020000	36.462128
48000	480.0000	658.780000	36.267531	341.220000	36.267531
48100	481.0000	656.360000	36.511365	343.640000	36.511365
48200	482.0000	655.540000	36.639697	344.460000	36.639697
48300	483.0000	660.120000	36.134633	339.880000	36.134633
48400	484.0000	658.040000	36.348171	341.960000	36.348171
48500	485.0000	655.940000	36.580939	344.060000	36.580939
48600	486.0000	657.980000	36.369333	342.020000	36.369333
48700	487.0000	653.480000	36.837679	346.520000	36.837679
48800	488.0000	653.040000	36.856207	346.960000	36.856207
48900	489.0000	657.600000	36.424651	342.400000	36.424651
49000	490.0000	656.580000	36.517515	343.420000	36.517515
49100	491.0000	655.420000	36.640197	344.580000	36.640197
49200	492.0000	659.960000	36.142960	340.040000	36.142960
49300	493.0000	659.460000	36.220339	340.540000	36.220339
49400	494.0000	658.220000	36.326126	341.780000	36.326126
49500	495.0000	653.880000	36.781230	346.120000	36.781230
49600	496.0000	660.100000	36.123580	339.900000	36.123580
49700	497.0000	656.940000	36.462786	343.060000	36.462786
