# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
100	1.0000		997	3
200	2.0000		997	3
300	3.0000		991	9
400	4.0000		983	17
500	5.0000		967	33
600	6.0000		961	39
700	7.0000		939	61
800	8.0000		928	72
900	9.0000		916	84
1000	10.0000		916	84
1100	11.0000		901	99
1200	12.0000		876	124
1300	13.0000		847	153
1400	14.0000		824	176
1500	15.0000		790	210
1600	16.0000		795	205
1700	17.0000		775	225
1800	18.0000		761	239
1900	19.0000		721	279
2000	20.0000		699	301
2100	21.0000		663	337
2200	22.0000		617	383
2300	23.0000		585	415
2400	24.0000		510	490
2500	25.0000		539	461
2600	26.0000		510	490
2700	27.0000		507	493
2800	28.0000		509	491
2900	29.0000		485	515
3000	30.0000		477	523
3100	31.0000		488	512
3200	32.0000		461	539
3300	33.0000		463	537
3400	34.0000		449	551
3500	35.0000		459	541
3600	36.0000		441	559
3700	37.0000		467	533
3800	38.0000		481	519
3900	39.0000		459	541
4000	40.0000		465	535
4100	41.0000		500	500
4200	42.0000		486	514
4300	43.0000		478	522
4400	44.0000		454	546
4500	45.0000		472	528
4600	46.0000		468	532
4700	47.0000		457	543
4800	48.0000		468	532
4900	49.0000		466	534
5000	50.0000		440	560
5100	51.0000		478	522
5200	52.0000		466	534
5300	53.0000		472	528
5400	54.0000		439	561
5500	55.0000		485	515
5600	56.0000		470	530
5700	57.0000		512	488
5800	58.0000		493	507
5900	59.0000		491	509
6000	60.0000		484	516
6100	61.0000		483	517
6200	62.0000		430	570
6300	63.0000		423	577
6400	64.0000		440	560
6500	65.0000		466	534
6600	66.0000		489	511
6700	67.0000		502	498
6800	68.0000		468	532
6900	69.0000		455	545
7000	70.0000		430	570
7100	71.0000		465	535
7200	72.0000		505	495
7300	73.0000		460	540
7400	74.0000		484	516
7500	75.0000		455	545
7600	76.0000		419	581
7700	77.0000		481	519
7800	78.0000		506	494
7900	79.0000		453	547
8000	80.0000		449	551
