# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
10	0.1000		998	2
20	0.2000		997	3
30	0.3000		996	4
40	0.4000		995	5
50	0.5000		991	9
60	0.6000		989	11
70	0.7000		990	10
80	0.8000		987	13
90	0.9000		978	22
100	1.0000		975	25
110	1.1000		974	26
120	1.2000		967	33
130	1.3000		955	45
140	1.4000		956	44
150	1.5000		944	56
160	1.6000		944	56
170	1.7000		934	66
180	1.8000		929	71
190	1.9000		925	75
200	2.0000		916	84
210	2.1000		907	93
220	2.2000		899	101
230	2.3000		887	113
240	2.4000		873	127
250	2.5000		864	136
260	2.6000		851	149
270	2.7000		844	156
280	2.8000		838	162
290	2.9000		831	169
300	3.0000		825	175
310	3.1000		820	180
320	3.2000		808	192
330	3.3000		788	212
340	3.4000		778	222
350	3.5000		761	239
360	3.6000		754	246
370	3.7000		731	269
380	3.8000		724	276
390	3.9000		704	296
400	4.0000		693	307
410	4.1000		680	320
420	4.2000		673	327
430	4.3000		664	336
440	4.4000		657	343
450	4.5000		635	365
460	4.6000		635	365
470	4.7000		613	387
480	4.8000		596	404
490	4.9000		591	409
500	5.0000		567	433
510	5.1000		553	447
520	5.2000		557	443
530	5.3000		526	474
540	5.4000		514	486
550	5.5000		505	495
560	5.6000		497	503
570	5.7000		482	518
580	5.8000		467	533
590	5.9000		463	537
600	6.0000		466	534
610	6.1000		468	532
620	6.2000		444	556
630	6.3000		427	573
640	6.4000		409	591
650	6.5000		401	599
660	6.6000		410	590
670	6.7000		403	597
680	6.8000		394	606
690	6.9000		383	617
700	7.0000		387	613
710	7.1000		384	616
720	7.2000		373	627
730	7.3000		373	627
740	7.4000		360	640
750	7.5000		349	651
760	7.6000		347	653
770	7.7000		334	666
780	7.8000		326	674
790	7.9000		323	677
800	8.0000		324	676
810	8.1000		324	676
820	8.2000		331	669
830	8.3000		331	669
840	8.4000		320	680
850	8.5000		314	686
860	8.6000		304	696
870	8.7000		300	700
880	8.8000		300	700
890	8.9000		290	710
900	9.0000		287	713
910	9.1000		285	715
920	9.2000		279	721
930	9.3000		263	737
940	9.4000		272	728
950	9.5000		258	742
960	9.6000		264	736
970	9.7000		264	736
980	9.8000		261	739
990	9.9000		261	739
1000	10.0000		260	740
1010	10.1000		277	723
1020	10.2000		266	734
1030	10.3000		283	717
1040	10.4000		269	731
1050	10.5000		262	738
1060	10.6000		268	732
1070	10.7000		259	741
1080	10.8000		255	745
1090	10.9000		272	728
1100	11.0000		282	718
1110	11.1000		261	739
1120	11.2000		262	738
1130	11.3000		250	750
1140	11.4000		241	759
1150	11.5000		249	751
1160	11.6000		242	758
1170	11.7000		246	754
1180	11.8000		238	762
1190	11.9000		235	765
1200	12.0000		227	773
1210	12.1000		229	771
1220	12.2000		234	766
1230	12.3000		237	763
1240	12.4000		229	771
1250	12.5000		216	784
1260	12.6000		220	780
1270	12.7000		222	778
1280	12.8000		237	763
1290	12.9000		252	748
1300	13.0000		252	748
1310	13.1000		252	748
1320	13.2000		257	743
1330	13.3000		276	724
1340	13.4000		269	731
1350	13.5000		281	719
1360	13.6000		289	711
1370	13.7000		308	692
1380	13.8000		305	695
1390	13.9000		309	691
1400	14.0000		285	715
1410	14.1000		279	721
1420	14.2000		262	738
1430	14.3000		256	744
1440	14.4000		263	737
1450	14.5000		253	747
1460	14.6000		263	737
1470	14.7000		248	752
1480	14.8000		260	740
1490	14.9000		259	741
1500	15.0000		253	747
1510	15.1000		255	745
1520	15.2000		249	751
1530	15.3000		257	743
1540	15.4000		255	745
1550	15.5000		252	748
1560	15.6000		249	751
1570	15.7000		265	735
1580	15.8000		255	745
1590	15.9000		239	761
1600	16.0000		239	761
1610	16.1000		239	761
1620	16.2000		241	759
1630	16.3000		255	745
1640	16.4000		248	752
1650	16.5000		257	743
1660	16.6000		253	747
1670	16.7000		238	762
1680	16.8000		222	778
1690	16.9000		220	780
1700	17.0000		242	758
1710	17.1000		247	753
1720	17.2000		259	741
1730	17.3000		268	732
1740	17.4000		262	738
1750	17.5000		254	746
1760	17.6000		256	744
1770	17.7000		265	735
1780	17.8000		245	755
1790	17.9000		253	747
1800	18.0000		249	751
1810	18.1000		250	750
1820	18.2000		262	738
1830	18.3000		247	753
1840	18.4000		244	756
1850	18.5000		236	764
1860	18.6000		242	758
1870	18.7000		225	775
1880	18.8000		238	762
1890	18.9000		260	740
1900	19.0000		274	726
1910	19.1000		263	737
1920	19.2000		261	739
1930	19.3000		261	739
1940	19.4000		272	728
1950	19.5000		292	708
1960	19.6000		285	715
1970	19.7000		277	723
1980	19.8000		276	724
1990	19.9000		276	724
2000	20.0000		261	739
2010	20.1000		263	737
2020	20.2000		274	726
2030	20.3000		275	725
2040	20.4000		276	724
2050	20.5000		277	723
2060	20.6000		269	731
2070	20.7000		241	759
2080	20.8000		234	766
2090	20.9000		223	777
2100	21.0000		217	783
2110	21.1000		218	782
2120	21.2000		234	766
2130	21.3000		241	759
2140	21.4000		249	751
2150	21.5000		246	754
2160	21.6000		224	776
2170	21.7000		232	768
2180	21.8000		233	767
2190	21.9000		236	764
2200	22.0000		238	762
2210	22.1000		238	762
2220	22.2000		252	748
2230	22.3000		245	755
2240	22.4000		241	759
2250	22.5000		256	744
2260	22.6000		240	760
2270	22.7000		237	763
2280	22.8000		228	772
2290	22.9000		244	756
2300	23.0000		250	750
2310	23.1000		246	754
2320	23.2000		257	743
2330	23.3000		265	735
2340	23.4000		251	749
2350	23.5000		235	765
2360	23.6000		233	767
2370	23.7000		230	770
2380	23.8000		242	758
2390	23.9000		226	774
2400	24.0000		223	777
2410	24.1000		219	781
2420	24.2000		223	777
2430	24.3000		242	758
2440	24.4000		232	768
2450	24.5000		235	765
2460	24.6000		247	753
2470	24.7000		235	765
2480	24.8000		233	767
2490	24.9000		248	752
2500	25.0000		239	761
2510	25.1000		249	751
2520	25.2000		247	753
2530	25.3000		257	743
2540	25.4000		253	747
2550	25.5000		252	748
2560	25.6000		252	748
2570	25.7000		267	733
2580	25.8000		256	744
2590	25.9000		250	750
2600	26.0000		255	745
2610	26.1000		251	749
2620	26.2000		258	742
2630	26.3000		250	750
2640	26.4000		234	766
2650	26.5000		231	769
2660	26.6000		236	764
2670	26.7000		239	761
2680	26.8000		248	752
2690	26.9000		242	758
2700	27.0000		254	746
2710	27.1000		238	762
2720	27.2000		236	764
2730	27.3000		243	757
2740	27.4000		243	757
2750	27.5000		260	740
2760	27.6000		248	752
2770	27.7000		260	740
2780	27.8000		277	723
2790	27.9000		277	723
2800	28.0000		271	729
2810	28.1000		252	748
2820	28.2000		232	768
2830	28.3000		243	757
2840	28.4000		250	750
2850	28.5000		256	744
2860	28.6000		239	761
2870	28.7000		245	755
2880	28.8000		250	750
2890	28.9000		241	759
2900	29.0000		241	759
2910	29.1000		246	754
2920	29.2000		233	767
2930	29.3000		236	764
2940	29.4000		248	752
2950	29.5000		246	754
2960	29.6000		249	751
2970	29.7000		250	750
2980	29.8000		251	749
2990	29.9000		262	738
3000	30.0000		264	736
3010	30.1000		251	749
3020	30.2000		259	741
3030	30.3000		244	756
3040	30.4000		243	757
3050	30.5000		253	747
3060	30.6000		254	746
3070	30.7000		261	739
3080	30.8000		236	764
3090	30.9000		266	734
3100	31.0000		259	741
3110	31.1000		261	739
3120	31.2000		256	744
3130	31.3000		267	733
3140	31.4000		259	741
3150	31.5000		257	743
3160	31.6000		260	740
3170	31.7000		272	728
3180	31.8000		268	732
3190	31.9000		261	739
3200	32.0000		242	758
3210	32.1000		238	762
3220	32.2000		241	759
3230	32.3000		264	736
3240	32.4000		268	732
3250	32.5000		257	743
3260	32.6000		249	751
3270	32.7000		247	753
3280	32.8000		257	743
3290	32.9000		263	737
3300	33.0000		251	749
3310	33.1000		259	741
3320	33.2000		239	761
3330	33.3000		230	770
3340	33.4000		239	761
3350	33.5000		240	760
3360	33.6000		261	739
3370	33.7000		275	725
3380	33.8000		255	745
3390	33.9000		265	735
3400	34.0000		251	749
3410	34.1000		258	742
3420	34.2000		252	748
3430	34.3000		238	762
3440	34.4000		223	777
3450	34.5000		224	776
3460	34.6000		229	771
3470	34.7000		236	764
3480	34.8000		230	770
3490	34.9000		224	776
3500	35.0000		227	773
3510	35.1000		220	780
3520	35.2000		235	765
3530	35.3000		237	763
3540	35.4000		246	754
3550	35.5000		244	756
3560	35.6000		249	751
3570	35.7000		244	756
3580	35.8000		246	754
3590	35.9000		239	761
3600	36.0000		234	766
3610	36.1000		213	787
3620	36.2000		237	763
3630	36.3000		252	748
3640	36.4000		260	740
3650	36.5000		257	743
3660	36.6000		260	740
3670	36.7000		249	751
3680	36.8000		265	735
3690	36.9000		253	747
3700	37.0000		255	745
3710	37.1000		240	760
3720	37.2000		255	745
3730	37.3000		255	745
3740	37.4000		250	750
3750	37.5000		270	730
3760	37.6000		272	728
3770	37.7000		267	733
3780	37.8000		265	735
3790	37.9000		271	729
3800	38.0000		259	741
3810	38.1000		251	749
3820	38.2000		241	759
3830	38.3000		234	766
3840	38.4000		236	764
3850	38.5000		228	772
3860	38.6000		241	759
3870	38.7000		235	765
3880	38.8000		221	779
