# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
10	0.1000		999	1
20	0.2000		999	1
30	0.3000		999	1
40	0.4000		999	1
50	0.5000		999	1
60	0.6000		999	1
70	0.7000		998	2
80	0.8000		997	3
90	0.9000		996	4
100	1.0000		996	4
110	1.1000		995	5
120	1.2000		993	7
130	1.3000		990	10
140	1.4000		991	9
150	1.5000		988	12
160	1.6000		987	13
170	1.7000		983	17
180	1.8000		976	24
190	1.9000		970	30
200	2.0000		968	32
210	2.1000		965	35
220	2.2000		956	44
230	2.3000		955	45
240	2.4000		948	52
250	2.5000		943	57
260	2.6000		933	67
270	2.7000		923	77
280	2.8000		921	79
290	2.9000		916	84
300	3.0000		909	91
310	3.1000		898	102
320	3.2000		880	120
330	3.3000		869	131
340	3.4000		864	136
350	3.5000		842	158
360	3.6000		845	155
370	3.7000		841	159
380	3.8000		826	174
390	3.9000		811	189
400	4.0000		794	206
410	4.1000		780	220
420	4.2000		782	218
430	4.3000		769	231
440	4.4000		752	248
450	4.5000		742	258
460	4.6000		719	281
470	4.7000		717	283
480	4.8000		711	289
490	4.9000		709	291
500	5.0000		697	303
510	5.1000		682	318
520	5.2000		674	326
530	5.3000		656	344
540	5.4000		634	366
550	5.5000		623	377
560	5.6000		618	382
570	5.7000		599	401
580	5.8000		586	414
590	5.9000		570	430
600	6.0000		579	421
610	6.1000		563	437
620	6.2000		550	450
630	6.3000		521	479
640	6.4000		508	492
650	6.5000		493	507
660	6.6000		495	505
670	6.7000		503	497
680	6.8000		490	510
690	6.9000		469	531
700	7.0000		459	541
710	7.1000		439	561
720	7.2000		433	567
730	7.3000		414	586
740	7.4000		389	611
750	7.5000		377	623
760	7.6000		362	638
770	7.7000		348	652
780	7.8000		323	677
790	7.9000		315	685
800	8.0000		321	679
810	8.1000		325	675
820	8.2000		296	704
830	8.3000		295	705
840	8.4000		293	707
850	8.5000		285	715
860	8.6000		297	703
870	8.7000		285	715
880	8.8000		290	710
890	8.9000		286	714
900	9.0000		268	732
910	9.1000		266	734
920	9.2000		247	753
930	9.3000		240	760
940	9.4000		237	763
950	9.5000		259	741
960	9.6000		254	746
970	9.7000		257	743
980	9.8000		250	750
990	9.9000		259	741
1000	10.0000		265	735
1010	10.1000		255	745
1020	10.2000		265	735
1030	10.3000		270	730
1040	10.4000		253	747
1050	10.5000		256	744
1060	10.6000		250	750
1070	10.7000		241	759
1080	10.8000		231	769
1090	10.9000		223	777
1100	11.0000		230	770
1110	11.1000		251	749
1120	11.2000		243	757
1130	11.3000		244	756
1140	11.4000		247	753
1150	11.5000		242	758
1160	11.6000		249	751
1170	11.7000		240	760
1180	11.8000		255	745
1190	11.9000		252	748
1200	12.0000		250	750
1210	12.1000		265	735
1220	12.2000		265	735
1230	12.3000		254	746
1240	12.4000		259	741
1250	12.5000		264	736
1260	12.6000		267	733
1270	12.7000		277	723
1280	12.8000		269	731
1290	12.9000		256	744
1300	13.0000		256	744
1310	13.1000		268	732
1320	13.2000		274	726
1330	13.3000		276	724
1340	13.4000		275	725
1350	13.5000		269	731
1360	13.6000		257	743
1370	13.7000		265	735
1380	13.8000		269	731
1390	13.9000		264	736
1400	14.0000		262	738
1410	14.1000		257	743
1420	14.2000		256	744
1430	14.3000		260	740
1440	14.4000		261	739
1450	14.5000		257	743
1460	14.6000		268	732
1470	14.7000		285	715
1480	14.8000		275	725
1490	14.9000		250	750
1500	15.0000		257	743
1510	15.1000		254	746
1520	15.2000		244	756
1530	15.3000		246	754
1540	15.4000		240	760
1550	15.5000		255	745
1560	15.6000		258	742
1570	15.7000		262	738
1580	15.8000		270	730
1590	15.9000		279	721
1600	16.0000		284	716
1610	16.1000		268	732
1620	16.2000		254	746
1630	16.3000		245	755
1640	16.4000		251	749
1650	16.5000		258	742
1660	16.6000		257	743
1670	16.7000		280	720
1680	16.8000		257	743
1690	16.9000		249	751
1700	17.0000		247	753
1710	17.1000		245	755
1720	17.2000		251	749
1730	17.3000		250	750
1740	17.4000		248	752
1750	17.5000		241	759
1760	17.6000		237	763
1770	17.7000		240	760
1780	17.8000		254	746
1790	17.9000		263	737
1800	18.0000		271	729
1810	18.1000		267	733
1820	18.2000		270	730
1830	18.3000		253	747
1840	18.4000		277	723
1850	18.5000		260	740
1860	18.6000		247	753
1870	18.7000		234	766
1880	18.8000		250	750
1890	18.9000		241	759
1900	19.0000		235	765
1910	19.1000		218	782
1920	19.2000		214	786
1930	19.3000		227	773
1940	19.4000		251	749
1950	19.5000		255	745
1960	19.6000		238	762
1970	19.7000		244	756
1980	19.8000		223	777
1990	19.9000		236	764
2000	20.0000		254	746
2010	20.1000		262	738
2020	20.2000		264	736
2030	20.3000		260	740
2040	20.4000		262	738
2050	20.5000		258	742
2060	20.6000		274	726
2070	20.7000		270	730
2080	20.8000		273	727
2090	20.9000		291	709
2100	21.0000		294	706
2110	21.1000		276	724
2120	21.2000		270	730
2130	21.3000		269	731
2140	21.4000		267	733
2150	21.5000		270	730
2160	21.6000		259	741
2170	21.7000		236	764
2180	21.8000		256	744
2190	21.9000		259	741
2200	22.0000		262	738
2210	22.1000		266	734
2220	22.2000		278	722
2230	22.3000		283	717
2240	22.4000		256	744
2250	22.5000		250	750
2260	22.6000		234	766
2270	22.7000		248	752
2280	22.8000		253	747
2290	22.9000		257	743
2300	23.0000		235	765
2310	23.1000		234	766
2320	23.2000		253	747
2330	23.3000		271	729
2340	23.4000		288	712
2350	23.5000		287	713
2360	23.6000		275	725
2370	23.7000		257	743
2380	23.8000		269	731
2390	23.9000		247	753
2400	24.0000		240	760
2410	24.1000		256	744
2420	24.2000		239	761
2430	24.3000		246	754
2440	24.4000		242	758
2450	24.5000		239	761
2460	24.6000		244	756
2470	24.7000		263	737
2480	24.8000		237	763
2490	24.9000		237	763
2500	25.0000		229	771
2510	25.1000		231	769
2520	25.2000		232	768
2530	25.3000		236	764
2540	25.4000		227	773
2550	25.5000		224	776
2560	25.6000		221	779
2570	25.7000		215	785
2580	25.8000		226	774
2590	25.9000		233	767
2600	26.0000		237	763
2610	26.1000		249	751
2620	26.2000		249	751
2630	26.3000		239	761
2640	26.4000		244	756
2650	26.5000		251	749
2660	26.6000		242	758
2670	26.7000		242	758
2680	26.8000		239	761
2690	26.9000		255	745
2700	27.0000		236	764
2710	27.1000		242	758
2720	27.2000		219	781
2730	27.3000		230	770
2740	27.4000		236	764
2750	27.5000		246	754
2760	27.6000		234	766
2770	27.7000		233	767
2780	27.8000		239	761
2790	27.9000		254	746
2800	28.0000		244	756
2810	28.1000		238	762
2820	28.2000		245	755
2830	28.3000		235	765
2840	28.4000		240	760
2850	28.5000		255	745
2860	28.6000		257	743
2870	28.7000		258	742
2880	28.8000		269	731
2890	28.9000		264	736
2900	29.0000		246	754
2910	29.1000		233	767
2920	29.2000		244	756
2930	29.3000		259	741
2940	29.4000		248	752
2950	29.5000		271	729
2960	29.6000		260	740
2970	29.7000		253	747
2980	29.8000		250	750
2990	29.9000		244	756
3000	30.0000		229	771
3010	30.1000		211	789
3020	30.2000		240	760
3030	30.3000		251	749
3040	30.4000		267	733
3050	30.5000		276	724
3060	30.6000		275	725
3070	30.7000		259	741
3080	30.8000		261	739
3090	30.9000		270	730
3100	31.0000		265	735
3110	31.1000		249	751
3120	31.2000		236	764
3130	31.3000		246	754
3140	31.4000		243	757
3150	31.5000		263	737
3160	31.6000		246	754
3170	31.7000		246	754
3180	31.8000		253	747
3190	31.9000		247	753
3200	32.0000		242	758
3210	32.1000		254	746
3220	32.2000		245	755
3230	32.3000		246	754
3240	32.4000		233	767
3250	32.5000		243	757
3260	32.6000		233	767
3270	32.7000		236	764
3280	32.8000		240	760
3290	32.9000		236	764
3300	33.0000		227	773
3310	33.1000		235	765
3320	33.2000		250	750
3330	33.3000		236	764
3340	33.4000		244	756
3350	33.5000		253	747
3360	33.6000		244	756
3370	33.7000		271	729
3380	33.8000		280	720
3390	33.9000		265	735
3400	34.0000		266	734
3410	34.1000		253	747
3420	34.2000		252	748
3430	34.3000		245	755
3440	34.4000		259	741
3450	34.5000		259	741
3460	34.6000		262	738
3470	34.7000		260	740
3480	34.8000		269	731
3490	34.9000		264	736
3500	35.0000		277	723
3510	35.1000		283	717
3520	35.2000		272	728
3530	35.3000		270	730
3540	35.4000		261	739
3550	35.5000		252	748
3560	35.6000		249	751
3570	35.7000		249	751
3580	35.8000		242	758
3590	35.9000		252	748
3600	36.0000		243	757
3610	36.1000		247	753
3620	36.2000		253	747
3630	36.3000		249	751
3640	36.4000		257	743
3650	36.5000		250	750
3660	36.6000		266	734
3670	36.7000		260	740
3680	36.8000		243	757
3690	36.9000		255	745
3700	37.0000		253	747
3710	37.1000		251	749
3720	37.2000		259	741
3730	37.3000		254	746
3740	37.4000		244	756
3750	37.5000		232	768
3760	37.6000		234	766
3770	37.7000		225	775
3780	37.8000		226	774
3790	37.9000		237	763
3800	38.0000		242	758
3810	38.1000		244	756
3820	38.2000		246	754
3830	38.3000		250	750
3840	38.4000		249	751
3850	38.5000		267	733
3860	38.6000		254	746
3870	38.7000		259	741
3880	38.8000		261	739
3890	38.9000		271	729
3900	39.0000		266	734
3910	39.1000		271	729
3920	39.2000		262	738
3930	39.3000		262	738
3940	39.4000		263	737
3950	39.5000		267	733
3960	39.6000		274	726
3970	39.7000		268	732
3980	39.8000		274	726
3990	39.9000		279	721
4000	40.0000		267	733
4010	40.1000		272	728
4020	40.2000		250	750
4030	40.3000		259	741
4040	40.4000		251	749
4050	40.5000		236	764
4060	40.6000		237	763
4070	40.7000		250	750
4080	40.8000		252	748
4090	40.9000		254	746
4100	41.0000		237	763
4110	41.1000		225	775
4120	41.2000		217	783
4130	41.3000		231	769
4140	41.4000		248	752
4150	41.5000		249	751
4160	41.6000		251	749
4170	41.7000		274	726
4180	41.8000		280	720
4190	41.9000		289	711
4200	42.0000		276	724
4210	42.1000		270	730
4220	42.2000		264	736
4230	42.3000		259	741
4240	42.4000		255	745
4250	42.5000		256	744
4260	42.6000		249	751
4270	42.7000		238	762
4280	42.8000		237	763
4290	42.9000		239	761
4300	43.0000		252	748
4310	43.1000		244	756
4320	43.2000		237	763
4330	43.3000		255	745
4340	43.4000		247	753
4350	43.5000		229	771
4360	43.6000		230	770
4370	43.7000		225	775
4380	43.8000		224	776
4390	43.9000		209	791
4400	44.0000		225	775
4410	44.1000		234	766
4420	44.2000		228	772
4430	44.3000		240	760
4440	44.4000		235	765
4450	44.5000		235	765
4460	44.6000		233	767
4470	44.7000		243	757
