# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
10	0.1000		999	1
20	0.2000		999	1
30	0.3000		999	1
40	0.4000		999	1
50	0.5000		999	1
60	0.6000		996	4
70	0.7000		995	5
80	0.8000		992	8
90	0.9000		985	15
100	1.0000		985	15
110	1.1000		982	18
120	1.2000		976	24
130	1.3000		972	28
140	1.4000		969	31
150	1.5000		963	37
160	1.6000		961	39
170	1.7000		959	41
180	1.8000		951	49
190	1.9000		943	57
200	2.0000		940	60
210	2.1000		938	62
220	2.2000		934	66
230	2.3000		929	71
240	2.4000		923	77
250	2.5000		917	83
260	2.6000		912	88
270	2.7000		898	102
280	2.8000		892	108
290	2.9000		879	121
300	3.0000		877	123
310	3.1000		867	133
320	3.2000		852	148
330	3.3000		846	154
340	3.4000		835	165
350	3.5000		840	160
360	3.6000		838	162
370	3.7000		832	168
380	3.8000		831	169
390	3.9000		827	173
400	4.0000		808	192
410	4.1000		803	197
420	4.2000		791	209
430	4.3000		775	225
440	4.4000		760	240
450	4.5000		747	253
460	4.6000		749	251
470	4.7000		728	272
480	4.8000		714	286
490	4.9000		689	311
500	5.0000		670	330
510	5.1000		651	349
520	5.2000		618	382
530	5.3000		601	399
540	5.4000		591	409
550	5.5000		580	420
560	5.6000		559	441
570	5.7000		553	447
580	5.8000		537	463
590	5.9000		506	494
600	6.0000		479	521
610	6.1000		456	544
620	6.2000		430	570
630	6.3000		416	584
640	6.4000		410	590
650	6.5000		402	598
660	6.6000		379	621
670	6.7000		374	626
680	6.8000		389	611
690	6.9000		373	627
700	7.0000		370	630
710	7.1000		342	658
720	7.2000		346	654
730	7.3000		331	669
740	7.4000		321	679
750	7.5000		308	692
760	7.6000		303	697
770	7.7000		285	715
780	7.8000		288	712
790	7.9000		297	703
800	8.0000		291	709
810	8.1000		278	722
820	8.2000		295	705
830	8.3000		295	705
840	8.4000		301	699
850	8.5000		303	697
860	8.6000		301	699
870	8.7000		304	696
880	8.8000		307	693
890	8.9000		298	702
900	9.0000		285	715
910	9.1000		304	696
920	9.2000		289	711
930	9.3000		300	700
940	9.4000		298	702
950	9.5000		306	694
960	9.6000		285	715
970	9.7000		280	720
980	9.8000		265	735
990	9.9000		268	732
1000	10.0000		261	739
1010	10.1000		256	744
1020	10.2000		255	745
1030	10.3000		241	759
1040	10.4000		249	751
1050	10.5000		251	749
1060	10.6000		264	736
1070	10.7000		276	724
1080	10.8000		269	731
1090	10.9000		278	722
1100	11.0000		281	719
1110	11.1000		276	724
1120	11.2000		271	729
1130	11.3000		264	736
1140	11.4000		243	757
1150	11.5000		228	772
1160	11.6000		238	762
1170	11.7000		230	770
1180	11.8000		238	762
1190	11.9000		250	750
1200	12.0000		244	756
1210	12.1000		244	756
1220	12.2000		230	770
1230	12.3000		243	757
1240	12.4000		245	755
1250	12.5000		244	756
1260	12.6000		250	750
1270	12.7000		224	776
1280	12.8000		225	775
1290	12.9000		247	753
1300	13.0000		221	779
1310	13.1000		241	759
1320	13.2000		244	756
1330	13.3000		232	768
1340	13.4000		236	764
1350	13.5000		249	751
1360	13.6000		257	743
1370	13.7000		253	747
1380	13.8000		256	744
1390	13.9000		258	742
1400	14.0000		249	751
1410	14.1000		253	747
1420	14.2000		242	758
1430	14.3000		244	756
1440	14.4000		253	747
1450	14.5000		249	751
1460	14.6000		250	750
1470	14.7000		265	735
1480	14.8000		266	734
1490	14.9000		271	729
1500	15.0000		257	743
1510	15.1000		260	740
1520	15.2000		248	752
1530	15.3000		257	743
1540	15.4000		239	761
1550	15.5000		249	751
1560	15.6000		239	761
1570	15.7000		232	768
1580	15.8000		235	765
1590	15.9000		242	758
1600	16.0000		254	746
1610	16.1000		240	760
1620	16.2000		241	759
1630	16.3000		253	747
1640	16.4000		253	747
1650	16.5000		247	753
1660	16.6000		239	761
1670	16.7000		249	751
1680	16.8000		241	759
1690	16.9000		227	773
1700	17.0000		221	779
1710	17.1000		226	774
1720	17.2000		241	759
1730	17.3000		244	756
1740	17.4000		237	763
1750	17.5000		245	755
1760	17.6000		253	747
1770	17.7000		230	770
1780	17.8000		233	767
1790	17.9000		232	768
1800	18.0000		255	745
1810	18.1000		231	769
1820	18.2000		239	761
1830	18.3000		243	757
1840	18.4000		254	746
1850	18.5000		246	754
1860	18.6000		258	742
1870	18.7000		251	749
1880	18.8000		253	747
1890	18.9000		259	741
1900	19.0000		266	734
1910	19.1000		253	747
1920	19.2000		248	752
1930	19.3000		254	746
1940	19.4000		263	737
1950	19.5000		271	729
1960	19.6000		266	734
1970	19.7000		264	736
1980	19.8000		270	730
1990	19.9000		278	722
2000	20.0000		281	719
2010	20.1000		267	733
2020	20.2000		267	733
2030	20.3000		285	715
2040	20.4000		269	731
2050	20.5000		262	738
2060	20.6000		263	737
2070	20.7000		258	742
2080	20.8000		255	745
2090	20.9000		256	744
2100	21.0000		268	732
2110	21.1000		273	727
2120	21.2000		244	756
2130	21.3000		231	769
2140	21.4000		229	771
2150	21.5000		233	767
2160	21.6000		237	763
2170	21.7000		238	762
2180	21.8000		233	767
2190	21.9000		248	752
2200	22.0000		250	750
2210	22.1000		245	755
2220	22.2000		258	742
2230	22.3000		249	751
2240	22.4000		283	717
2250	22.5000		273	727
2260	22.6000		273	727
2270	22.7000		262	738
2280	22.8000		255	745
2290	22.9000		249	751
2300	23.0000		245	755
2310	23.1000		229	771
2320	23.2000		227	773
2330	23.3000		232	768
2340	23.4000		244	756
2350	23.5000		256	744
2360	23.6000		236	764
2370	23.7000		224	776
2380	23.8000		224	776
2390	23.9000		227	773
2400	24.0000		223	777
2410	24.1000		235	765
2420	24.2000		243	757
2430	24.3000		232	768
2440	24.4000		232	768
2450	24.5000		234	766
2460	24.6000		249	751
2470	24.7000		242	758
2480	24.8000		230	770
2490	24.9000		225	775
2500	25.0000		240	760
2510	25.1000		243	757
2520	25.2000		247	753
2530	25.3000		263	737
2540	25.4000		267	733
2550	25.5000		254	746
2560	25.6000		242	758
2570	25.7000		233	767
2580	25.8000		245	755
2590	25.9000		240	760
2600	26.0000		254	746
2610	26.1000		271	729
2620	26.2000		273	727
2630	26.3000		266	734
2640	26.4000		255	745
2650	26.5000		264	736
2660	26.6000		259	741
2670	26.7000		265	735
2680	26.8000		251	749
2690	26.9000		240	760
2700	27.0000		236	764
2710	27.1000		242	758
2720	27.2000		239	761
2730	27.3000		234	766
2740	27.4000		228	772
2750	27.5000		250	750
2760	27.6000		243	757
2770	27.7000		245	755
2780	27.8000		247	753
2790	27.9000		243	757
2800	28.0000		259	741
2810	28.1000		280	720
2820	28.2000		276	724
2830	28.3000		267	733
2840	28.4000		253	747
2850	28.5000		247	753
2860	28.6000		264	736
2870	28.7000		242	758
2880	28.8000		241	759
2890	28.9000		234	766
2900	29.0000		247	753
2910	29.1000		264	736
2920	29.2000		249	751
2930	29.3000		238	762
2940	29.4000		228	772
2950	29.5000		234	766
2960	29.6000		224	776
2970	29.7000		232	768
2980	29.8000		252	748
2990	29.9000		247	753
3000	30.0000		247	753
3010	30.1000		249	751
3020	30.2000		278	722
3030	30.3000		261	739
3040	30.4000		255	745
3050	30.5000		260	740
3060	30.6000		277	723
3070	30.7000		270	730
3080	30.8000		258	742
3090	30.9000		257	743
3100	31.0000		240	760
3110	31.1000		243	757
3120	31.2000		240	760
3130	31.3000		253	747
3140	31.4000		255	745
3150	31.5000		253	747
3160	31.6000		254	746
3170	31.7000		268	732
3180	31.8000		257	743
3190	31.9000		272	728
3200	32.0000		259	741
3210	32.1000		253	747
3220	32.2000		271	729
3230	32.3000		258	742
3240	32.4000		244	756
3250	32.5000		253	747
3260	32.6000		263	737
3270	32.7000		266	734
3280	32.8000		259	741
3290	32.9000		238	762
3300	33.0000		238	762
3310	33.1000		240	760
3320	33.2000		229	771
3330	33.3000		228	772
3340	33.4000		244	756
3350	33.5000		248	752
3360	33.6000		262	738
3370	33.7000		265	735
3380	33.8000		267	733
3390	33.9000		273	727
3400	34.0000		276	724
3410	34.1000		277	723
3420	34.2000		257	743
3430	34.3000		242	758
3440	34.4000		240	760
3450	34.5000		229	771
3460	34.6000		241	759
3470	34.7000		235	765
3480	34.8000		242	758
3490	34.9000		226	774
3500	35.0000		206	794
3510	35.1000		203	797
3520	35.2000		196	804
3530	35.3000		210	790
3540	35.4000		228	772
3550	35.5000		230	770
3560	35.6000		243	757
3570	35.7000		242	758
3580	35.8000		260	740
3590	35.9000		264	736
3600	36.0000		228	772
3610	36.1000		239	761
3620	36.2000		240	760
3630	36.3000		238	762
3640	36.4000		231	769
3650	36.5000		242	758
3660	36.6000		228	772
3670	36.7000		224	776
3680	36.8000		232	768
3690	36.9000		233	767
3700	37.0000		230	770
3710	37.1000		222	778
3720	37.2000		237	763
3730	37.3000		240	760
3740	37.4000		228	772
3750	37.5000		242	758
3760	37.6000		246	754
3770	37.7000		239	761
3780	37.8000		248	752
3790	37.9000		256	744
3800	38.0000		264	736
3810	38.1000		262	738
3820	38.2000		270	730
3830	38.3000		273	727
3840	38.4000		273	727
3850	38.5000		279	721
3860	38.6000		256	744
3870	38.7000		262	738
3880	38.8000		258	742
3890	38.9000		264	736
3900	39.0000		262	738
3910	39.1000		253	747
3920	39.2000		247	753
3930	39.3000		243	757
3940	39.4000		250	750
3950	39.5000		242	758
3960	39.6000		251	749
3970	39.7000		260	740
3980	39.8000		247	753
3990	39.9000		243	757
4000	40.0000		230	770
4010	40.1000		231	769
4020	40.2000		253	747
4030	40.3000		254	746
4040	40.4000		244	756
4050	40.5000		253	747
4060	40.6000		236	764
4070	40.7000		258	742
4080	40.8000		276	724
4090	40.9000		265	735
4100	41.0000		273	727
4110	41.1000		263	737
4120	41.2000		257	743
4130	41.3000		249	751
4140	41.4000		265	735
4150	41.5000		268	732
4160	41.6000		265	735
4170	41.7000		276	724
4180	41.8000		255	745
4190	41.9000		262	738
4200	42.0000		271	729
4210	42.1000		286	714
4220	42.2000		293	707
4230	42.3000		287	713
4240	42.4000		272	728
4250	42.5000		274	726
4260	42.6000		252	748
4270	42.7000		238	762
4280	42.8000		251	749
4290	42.9000		251	749
4300	43.0000		246	754
4310	43.1000		231	769
4320	43.2000		243	757
4330	43.3000		257	743
4340	43.4000		246	754
4350	43.5000		232	768
4360	43.6000		245	755
4370	43.7000		246	754
4380	43.8000		242	758
4390	43.9000		251	749
4400	44.0000		240	760
4410	44.1000		251	749
4420	44.2000		254	746
4430	44.3000		263	737
4440	44.4000		269	731
4450	44.5000		294	706
4460	44.6000		302	698
4470	44.7000		310	690
