# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
10	0.1000		998	2
20	0.2000		997	3
30	0.3000		997	3
40	0.4000		996	4
50	0.5000		996	4
60	0.6000		997	3
70	0.7000		997	3
80	0.8000		996	4
90	0.9000		993	7
100	1.0000		993	7
110	1.1000		993	7
120	1.2000		992	8
130	1.3000		992	8
140	1.4000		990	10
150	1.5000		989	11
160	1.6000		988	12
170	1.7000		982	18
180	1.8000		979	21
190	1.9000		979	21
200	2.0000		979	21
210	2.1000		973	27
220	2.2000		973	27
230	2.3000		971	29
240	2.4000		971	29
250	2.5000		971	29
260	2.6000		973	27
270	2.7000		971	29
280	2.8000		967	33
290	2.9000		962	38
300	3.0000		955	45
310	3.1000		957	43
320	3.2000		950	50
330	3.3000		949	51
340	3.4000		947	53
350	3.5000		946	54
360	3.6000		944	56
370	3.7000		938	62
380	3.8000		934	66
390	3.9000		924	76
400	4.0000		913	87
410	4.1000		908	92
420	4.2000		886	114
430	4.3000		879	121
440	4.4000		874	126
450	4.5000		854	146
460	4.6000		845	155
470	4.7000		833	167
480	4.8000		814	186
490	4.9000		807	193
500	5.0000		792	208
510	5.1000		774	226
520	5.2000		755	245
530	5.3000		734	266
540	5.4000		720	280
550	5.5000		707	293
560	5.6000		702	298
570	5.7000		691	309
580	5.8000		667	333
590	5.9000		650	350
600	6.0000		643	357
610	6.1000		637	363
620	6.2000		618	382
630	6.3000		604	396
640	6.4000		605	395
650	6.5000		576	424
660	6.6000		573	427
670	6.7000		551	449
680	6.8000		532	468
690	6.9000		526	474
700	7.0000		516	484
710	7.1000		496	504
720	7.2000		498	502
730	7.3000		490	510
740	7.4000		491	509
750	7.5000		482	518
760	7.6000		462	538
770	7.7000		456	544
780	7.8000		445	555
790	7.9000		417	583
800	8.0000		407	593
810	8.1000		381	619
820	8.2000		351	649
830	8.3000		355	645
840	8.4000		357	643
850	8.5000		348	652
860	8.6000		313	687
870	8.7000		303	697
880	8.8000		292	708
890	8.9000		286	714
900	9.0000		270	730
910	9.1000		265	735
920	9.2000		244	756
930	9.3000		237	763
940	9.4000		244	756
950	9.5000		238	762
960	9.6000		238	762
970	9.7000		237	763
980	9.8000		230	770
990	9.9000		224	776
1000	10.0000		219	781
1010	10.1000		239	761
1020	10.2000		245	755
1030	10.3000		252	748
1040	10.4000		247	753
1050	10.5000		246	754
1060	10.6000		248	752
1070	10.7000		248	752
1080	10.8000		257	743
1090	10.9000		249	751
1100	11.0000		255	745
1110	11.1000		248	752
1120	11.2000		267	733
1130	11.3000		268	732
1140	11.4000		267	733
1150	11.5000		269	731
1160	11.6000		272	728
1170	11.7000		264	736
1180	11.8000		263	737
1190	11.9000		257	743
1200	12.0000		247	753
1210	12.1000		261	739
1220	12.2000		252	748
1230	12.3000		253	747
1240	12.4000		253	747
1250	12.5000		247	753
1260	12.6000		244	756
1270	12.7000		239	761
1280	12.8000		247	753
1290	12.9000		232	768
1300	13.0000		233	767
1310	13.1000		231	769
1320	13.2000		239	761
1330	13.3000		248	752
1340	13.4000		252	748
1350	13.5000		219	781
1360	13.6000		224	776
1370	13.7000		216	784
1380	13.8000		224	776
1390	13.9000		225	775
1400	14.0000		224	776
1410	14.1000		215	785
1420	14.2000		226	774
1430	14.3000		230	770
1440	14.4000		243	757
1450	14.5000		252	748
1460	14.6000		263	737
1470	14.7000		246	754
1480	14.8000		244	756
1490	14.9000		264	736
1500	15.0000		241	759
1510	15.1000		248	752
1520	15.2000		231	769
1530	15.3000		239	761
1540	15.4000		265	735
1550	15.5000		262	738
1560	15.6000		263	737
1570	15.7000		266	734
1580	15.8000		257	743
1590	15.9000		258	742
1600	16.0000		273	727
1610	16.1000		250	750
1620	16.2000		265	735
1630	16.3000		264	736
1640	16.4000		264	736
1650	16.5000		264	736
1660	16.6000		262	738
1670	16.7000		250	750
1680	16.8000		249	751
1690	16.9000		255	745
1700	17.0000		264	736
1710	17.1000		241	759
1720	17.2000		250	750
1730	17.3000		259	741
1740	17.4000		250	750
1750	17.5000		258	742
1760	17.6000		248	752
1770	17.7000		248	752
1780	17.8000		261	739
1790	17.9000		263	737
1800	18.0000		261	739
1810	18.1000		244	756
1820	18.2000		243	757
1830	18.3000		220	780
1840	18.4000		225	775
1850	18.5000		215	785
1860	18.6000		228	772
1870	18.7000		220	780
1880	18.8000		226	774
1890	18.9000		228	772
1900	19.0000		226	774
1910	19.1000		226	774
1920	19.2000		243	757
1930	19.3000		224	776
1940	19.4000		228	772
1950	19.5000		237	763
1960	19.6000		229	771
1970	19.7000		217	783
1980	19.8000		208	792
1990	19.9000		206	794
2000	20.0000		219	781
2010	20.1000		231	769
2020	20.2000		256	744
2030	20.3000		241	759
2040	20.4000		241	759
2050	20.5000		252	748
2060	20.6000		248	752
2070	20.7000		231	769
2080	20.8000		243	757
2090	20.9000		243	757
2100	21.0000		246	754
2110	21.1000		234	766
2120	21.2000		249	751
2130	21.3000		252	748
2140	21.4000		254	746
2150	21.5000		256	744
2160	21.6000		261	739
2170	21.7000		256	744
2180	21.8000		266	734
2190	21.9000		266	734
2200	22.0000		269	731
2210	22.1000		271	729
2220	22.2000		260	740
2230	22.3000		263	737
2240	22.4000		250	750
2250	22.5000		244	756
2260	22.6000		250	750
2270	22.7000		264	736
2280	22.8000		264	736
2290	22.9000		265	735
2300	23.0000		270	730
2310	23.1000		277	723
2320	23.2000		258	742
2330	23.3000		265	735
2340	23.4000		269	731
2350	23.5000		269	731
2360	23.6000		281	719
2370	23.7000		279	721
2380	23.8000		272	728
2390	23.9000		279	721
2400	24.0000		294	706
2410	24.1000		262	738
2420	24.2000		258	742
2430	24.3000		243	757
2440	24.4000		233	767
2450	24.5000		230	770
2460	24.6000		238	762
2470	24.7000		250	750
2480	24.8000		251	749
2490	24.9000		250	750
2500	25.0000		266	734
2510	25.1000		273	727
2520	25.2000		281	719
2530	25.3000		251	749
2540	25.4000		244	756
2550	25.5000		243	757
2560	25.6000		234	766
2570	25.7000		233	767
2580	25.8000		229	771
2590	25.9000		240	760
2600	26.0000		232	768
2610	26.1000		242	758
2620	26.2000		242	758
2630	26.3000		251	749
2640	26.4000		258	742
2650	26.5000		251	749
2660	26.6000		248	752
2670	26.7000		261	739
2680	26.8000		260	740
2690	26.9000		241	759
2700	27.0000		256	744
2710	27.1000		235	765
2720	27.2000		216	784
2730	27.3000		218	782
2740	27.4000		218	782
2750	27.5000		231	769
2760	27.6000		246	754
2770	27.7000		249	751
2780	27.8000		255	745
2790	27.9000		249	751
2800	28.0000		270	730
2810	28.1000		271	729
2820	28.2000		255	745
2830	28.3000		263	737
2840	28.4000		256	744
2850	28.5000		246	754
2860	28.6000		237	763
2870	28.7000		251	749
2880	28.8000		234	766
2890	28.9000		225	775
2900	29.0000		237	763
2910	29.1000		222	778
2920	29.2000		220	780
2930	29.3000		231	769
2940	29.4000		245	755
2950	29.5000		255	745
2960	29.6000		248	752
2970	29.7000		241	759
2980	29.8000		237	763
2990	29.9000		245	755
3000	30.0000		243	757
3010	30.1000		245	755
3020	30.2000		235	765
3030	30.3000		241	759
3040	30.4000		253	747
3050	30.5000		254	746
3060	30.6000		241	759
3070	30.7000		247	753
3080	30.8000		231	769
3090	30.9000		241	759
3100	31.0000		231	769
3110	31.1000		232	768
3120	31.2000		254	746
3130	31.3000		264	736
3140	31.4000		244	756
3150	31.5000		247	753
3160	31.6000		243	757
3170	31.7000		242	758
3180	31.8000		235	765
3190	31.9000		249	751
3200	32.0000		222	778
3210	32.1000		215	785
3220	32.2000		222	778
3230	32.3000		234	766
3240	32.4000		229	771
3250	32.5000		248	752
3260	32.6000		244	756
3270	32.7000		253	747
3280	32.8000		262	738
3290	32.9000		255	745
3300	33.0000		254	746
3310	33.1000		239	761
3320	33.2000		246	754
3330	33.3000		246	754
3340	33.4000		237	763
3350	33.5000		231	769
3360	33.6000		249	751
3370	33.7000		247	753
3380	33.8000		252	748
3390	33.9000		244	756
3400	34.0000		235	765
3410	34.1000		241	759
3420	34.2000		249	751
3430	34.3000		240	760
3440	34.4000		244	756
3450	34.5000		255	745
3460	34.6000		262	738
3470	34.7000		247	753
3480	34.8000		252	748
3490	34.9000		254	746
3500	35.0000		235	765
3510	35.1000		217	783
3520	35.2000		215	785
3530	35.3000		214	786
3540	35.4000		229	771
3550	35.5000		242	758
3560	35.6000		246	754
3570	35.7000		263	737
3580	35.8000		246	754
3590	35.9000		248	752
3600	36.0000		246	754
3610	36.1000		256	744
3620	36.2000		238	762
3630	36.3000		246	754
3640	36.4000		238	762
3650	36.5000		237	763
3660	36.6000		242	758
3670	36.7000		245	755
3680	36.8000		242	758
3690	36.9000		242	758
3700	37.0000		228	772
3710	37.1000		233	767
3720	37.2000		224	776
3730	37.3000		212	788
3740	37.4000		213	787
3750	37.5000		203	797
3760	37.6000		221	779
3770	37.7000		218	782
3780	37.8000		233	767
3790	37.9000		235	765
3800	38.0000		233	767
3810	38.1000		244	756
3820	38.2000		250	750
3830	38.3000		263	737
3840	38.4000		244	756
3850	38.5000		230	770
3860	38.6000		235	765
3870	38.7000		224	776
3880	38.8000		226	774
