# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Relz	Step	Time	sigma	R0
0	64	0.6400	4
1	22	0.2200	2
2	254	2.5400	9
3	114	1.1400	6
4	6	0.0600	1
5	18	0.1800	1
6	68	0.6800	6
7	58	0.5800	4
8	437	4.3700	12
9	123	1.2300	5
10	39	0.3900	1
11	506	5.0600	21
12	394	3.9400	6
13	119	1.1900	3
14	270	2.7000	4
15	163	1.6300	6
16	44	0.4400	4
17	67	0.6700	4
18	591	5.9100	11
19	31	0.3100	4
20	123	1.2300	3
21	99	0.9900	2
22	95	0.9500	3
23	136	1.3600	3
24	140	1.4000	8
25	74	0.7400	5
26	63	0.6300	6
27	26	0.2600	2
28	159	1.5900	5
29	84	0.8400	2
30	2	0.0200	1
31	59	0.5900	3
32	274	2.7400	14
33	281	2.8100	3
34	89	0.8900	4
35	87	0.8700	5
36	87	0.8700	3
37	373	3.7300	15
38	274	2.7400	9
39	39	0.3900	1
40	135	1.3500	6
41	267	2.6700	4
42	41	0.4100	2
43	153	1.5300	11
44	445	4.4500	11
45	52	0.5200	6
46	376	3.7600	8
47	261	2.6100	7
48	81	0.8100	4
49	5	0.0500	2
50	49	0.4900	2
51	119	1.1900	2
52	253	2.5300	5
53	87	0.8700	3
54	4	0.0400	1
55	64	0.6400	3
56	259	2.5900	9
57	3	0.0300	1
58	327	3.2700	7
59	170	1.7000	5
60	8	0.0800	1
61	62	0.6200	3
62	34	0.3400	3
63	92	0.9200	1
64	206	2.0600	3
65	199	1.9900	9
66	39	0.3900	2
67	750	7.5000	13
68	11	0.1100	1
69	65	0.6500	4
70	89	0.8900	2
71	68	0.6800	1
72	233	2.3300	4
73	44	0.4400	2
74	129	1.2900	1
75	131	1.3100	5
76	229	2.2900	4
77	53	0.5300	2
78	649	6.4900	12
79	198	1.9800	7
80	132	1.3200	8
81	201	2.0100	7
82	111	1.1100	4
83	13	0.1300	2
84	142	1.4200	5
85	188	1.8800	4
86	547	5.4700	11
87	97	0.9700	2
88	74	0.7400	2
89	216	2.1600	7
90	97	0.9700	3
91	181	1.8100	7
92	181	1.8100	3
93	157	1.5700	6
94	10	0.1000	2
95	406	4.0600	9
96	112	1.1200	7
97	510	5.1000	11
98	377	3.7700	11
99	62	0.6200	3
100	142	1.4200	5
101	312	3.1200	6
102	233	2.3300	3
103	9	0.0900	2
104	12	0.1200	1
105	135	1.3500	4
106	200	2.0000	10
107	341	3.4100	7
108	136	1.3600	6
109	156	1.5600	3
110	337	3.3700	8
111	130	1.3000	5
112	111	1.1100	4
113	139	1.3900	9
114	87	0.8700	4
115	226	2.2600	8
116	56	0.5600	5
117	91	0.9100	6
118	39	0.3900	3
119	32	0.3200	2
120	53	0.5300	2
121	144	1.4400	4
122	85	0.8500	2
123	486	4.8600	10
124	86	0.8600	5
125	54	0.5400	2
126	95	0.9500	2
127	204	2.0400	5
128	183	1.8300	9
129	256	2.5600	13
130	29	0.2900	1
131	147	1.4700	4
132	89	0.8900	4
133	1	0.0100	1
134	158	1.5800	4
135	136	1.3600	5
136	181	1.8100	4
137	338	3.3800	8
138	185	1.8500	8
139	883	8.8300	9
140	159	1.5900	7
141	106	1.0600	4
142	155	1.5500	3
143	450	4.5000	9
144	240	2.4000	7
145	57	0.5700	2
146	79	0.7900	3
147	28	0.2800	1
148	167	1.6700	8
149	326	3.2600	9
150	237	2.3700	10
151	3	0.0300	1
152	136	1.3600	12
153	204	2.0400	6
154	60	0.6000	1
155	113	1.1300	9
156	66	0.6600	5
157	233	2.3300	7
158	130	1.3000	6
159	67	0.6700	5
160	27	0.2700	1
161	85	0.8500	4
162	98	0.9800	4
163	202	2.0200	13
164	3	0.0300	1
165	170	1.7000	4
166	59	0.5900	3
167	340	3.4000	5
168	267	2.6700	10
169	388	3.8800	13
170	76	0.7600	2
171	154	1.5400	4
172	15	0.1500	1
173	36	0.3600	3
174	33	0.3300	2
175	281	2.8100	9
176	216	2.1600	2
177	154	1.5400	6
178	30	0.3000	2
179	64	0.6400	2
180	354	3.5400	7
181	310	3.1000	9
182	2	0.0200	1
183	148	1.4800	5
184	285	2.8500	12
185	26	0.2600	2
186	41	0.4100	4
187	92	0.9200	5
188	231	2.3100	10
189	288	2.8800	8
190	199	1.9900	7
191	122	1.2200	4
192	386	3.8600	10
193	64	0.6400	5
194	594	5.9400	11
195	31	0.3100	2
196	97	0.9700	2
197	34	0.3400	1
198	18	0.1800	1
199	125	1.2500	5
200	17	0.1700	2
201	217	2.1700	5
202	590	5.9000	21
203	91	0.9100	4
