# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
10	0.1000		999	1
20	0.2000		997	3
30	0.3000		997	3
40	0.4000		993	7
50	0.5000		996	4
60	0.6000		994	6
70	0.7000		994	6
80	0.8000		995	5
90	0.9000		995	5
100	1.0000		993	7
110	1.1000		991	9
120	1.2000		989	11
130	1.3000		988	12
140	1.4000		987	13
150	1.5000		986	14
160	1.6000		985	15
170	1.7000		985	15
180	1.8000		988	12
190	1.9000		985	15
200	2.0000		981	19
210	2.1000		978	22
220	2.2000		980	20
230	2.3000		978	22
240	2.4000		978	22
250	2.5000		980	20
260	2.6000		980	20
270	2.7000		984	16
280	2.8000		984	16
290	2.9000		984	16
300	3.0000		981	19
310	3.1000		980	20
320	3.2000		979	21
330	3.3000		980	20
340	3.4000		978	22
350	3.5000		976	24
360	3.6000		977	23
370	3.7000		977	23
380	3.8000		976	24
390	3.9000		974	26
400	4.0000		974	26
410	4.1000		972	28
420	4.2000		970	30
430	4.3000		971	29
440	4.4000		971	29
450	4.5000		971	29
460	4.6000		973	27
470	4.7000		971	29
480	4.8000		969	31
490	4.9000		966	34
500	5.0000		963	37
510	5.1000		963	37
520	5.2000		965	35
530	5.3000		964	36
540	5.4000		964	36
550	5.5000		964	36
560	5.6000		964	36
570	5.7000		965	35
580	5.8000		966	34
590	5.9000		960	40
600	6.0000		964	36
610	6.1000		965	35
620	6.2000		964	36
630	6.3000		964	36
640	6.4000		967	33
650	6.5000		967	33
660	6.6000		963	37
670	6.7000		961	39
680	6.8000		963	37
690	6.9000		963	37
700	7.0000		965	35
710	7.1000		960	40
720	7.2000		958	42
730	7.3000		957	43
740	7.4000		957	43
750	7.5000		958	42
760	7.6000		960	40
770	7.7000		959	41
780	7.8000		962	38
790	7.9000		961	39
800	8.0000		960	40
810	8.1000		963	37
820	8.2000		962	38
830	8.3000		960	40
840	8.4000		961	39
850	8.5000		962	38
860	8.6000		962	38
870	8.7000		961	39
880	8.8000		964	36
890	8.9000		962	38
900	9.0000		963	37
910	9.1000		962	38
920	9.2000		964	36
930	9.3000		965	35
940	9.4000		967	33
950	9.5000		966	34
960	9.6000		969	31
970	9.7000		965	35
980	9.8000		963	37
990	9.9000		963	37
1000	10.0000		964	36
1010	10.1000		963	37
1020	10.2000		963	37
1030	10.3000		963	37
1040	10.4000		958	42
1050	10.5000		957	43
1060	10.6000		958	42
1070	10.7000		962	38
1080	10.8000		957	43
1090	10.9000		953	47
1100	11.0000		954	46
1110	11.1000		953	47
1120	11.2000		952	48
1130	11.3000		951	49
1140	11.4000		950	50
1150	11.5000		953	47
1160	11.6000		956	44
1170	11.7000		959	41
1180	11.8000		959	41
1190	11.9000		963	37
1200	12.0000		963	37
1210	12.1000		964	36
1220	12.2000		962	38
1230	12.3000		961	39
1240	12.4000		963	37
1250	12.5000		962	38
1260	12.6000		958	42
1270	12.7000		956	44
1280	12.8000		959	41
1290	12.9000		959	41
1300	13.0000		956	44
1310	13.1000		957	43
1320	13.2000		958	42
1330	13.3000		964	36
1340	13.4000		961	39
1350	13.5000		961	39
1360	13.6000		959	41
1370	13.7000		959	41
1380	13.8000		956	44
1390	13.9000		954	46
1400	14.0000		955	45
1410	14.1000		955	45
1420	14.2000		955	45
1430	14.3000		959	41
1440	14.4000		957	43
1450	14.5000		959	41
1460	14.6000		959	41
1470	14.7000		959	41
1480	14.8000		957	43
1490	14.9000		954	46
1500	15.0000		951	49
1510	15.1000		951	49
1520	15.2000		951	49
1530	15.3000		950	50
1540	15.4000		951	49
1550	15.5000		950	50
1560	15.6000		953	47
1570	15.7000		949	51
1580	15.8000		945	55
1590	15.9000		945	55
1600	16.0000		942	58
1610	16.1000		937	63
1620	16.2000		939	61
1630	16.3000		935	65
1640	16.4000		936	64
1650	16.5000		936	64
1660	16.6000		937	63
1670	16.7000		936	64
1680	16.8000		938	62
1690	16.9000		937	63
1700	17.0000		939	61
1710	17.1000		941	59
1720	17.2000		944	56
1730	17.3000		947	53
1740	17.4000		946	54
1750	17.5000		945	55
1760	17.6000		944	56
1770	17.7000		942	58
1780	17.8000		946	54
1790	17.9000		942	58
1800	18.0000		938	62
1810	18.1000		935	65
1820	18.2000		937	63
1830	18.3000		938	62
1840	18.4000		934	66
1850	18.5000		933	67
1860	18.6000		934	66
1870	18.7000		931	69
1880	18.8000		932	68
1890	18.9000		935	65
1900	19.0000		930	70
1910	19.1000		934	66
1920	19.2000		935	65
1930	19.3000		938	62
1940	19.4000		940	60
1950	19.5000		941	59
1960	19.6000		939	61
1970	19.7000		942	58
1980	19.8000		943	57
1990	19.9000		943	57
2000	20.0000		942	58
2010	20.1000		945	55
2020	20.2000		946	54
2030	20.3000		949	51
2040	20.4000		952	48
2050	20.5000		952	48
2060	20.6000		954	46
2070	20.7000		952	48
2080	20.8000		951	49
2090	20.9000		954	46
2100	21.0000		953	47
2110	21.1000		951	49
2120	21.2000		949	51
2130	21.3000		951	49
2140	21.4000		950	50
2150	21.5000		951	49
2160	21.6000		949	51
2170	21.7000		943	57
2180	21.8000		941	59
2190	21.9000		941	59
2200	22.0000		939	61
2210	22.1000		938	62
2220	22.2000		937	63
2230	22.3000		938	62
2240	22.4000		936	64
2250	22.5000		939	61
2260	22.6000		939	61
2270	22.7000		939	61
2280	22.8000		939	61
2290	22.9000		934	66
2300	23.0000		938	62
2310	23.1000		934	66
2320	23.2000		933	67
2330	23.3000		934	66
2340	23.4000		937	63
2350	23.5000		937	63
2360	23.6000		937	63
2370	23.7000		936	64
2380	23.8000		937	63
2390	23.9000		931	69
2400	24.0000		930	70
2410	24.1000		935	65
2420	24.2000		939	61
2430	24.3000		942	58
2440	24.4000		941	59
2450	24.5000		942	58
2460	24.6000		942	58
2470	24.7000		940	60
2480	24.8000		939	61
2490	24.9000		938	62
2500	25.0000		942	58
2510	25.1000		945	55
2520	25.2000		941	59
2530	25.3000		941	59
2540	25.4000		945	55
2550	25.5000		948	52
2560	25.6000		947	53
2570	25.7000		940	60
2580	25.8000		942	58
2590	25.9000		947	53
2600	26.0000		946	54
2610	26.1000		946	54
2620	26.2000		948	52
2630	26.3000		941	59
2640	26.4000		935	65
2650	26.5000		937	63
2660	26.6000		934	66
2670	26.7000		937	63
2680	26.8000		944	56
2690	26.9000		937	63
2700	27.0000		936	64
2710	27.1000		933	67
2720	27.2000		931	69
2730	27.3000		933	67
2740	27.4000		929	71
2750	27.5000		918	82
2760	27.6000		919	81
2770	27.7000		913	87
2780	27.8000		918	82
2790	27.9000		916	84
2800	28.0000		918	82
2810	28.1000		914	86
2820	28.2000		910	90
2830	28.3000		911	89
2840	28.4000		910	90
2850	28.5000		909	91
2860	28.6000		906	94
2870	28.7000		904	96
2880	28.8000		904	96
2890	28.9000		908	92
2900	29.0000		901	99
2910	29.1000		907	93
2920	29.2000		899	101
2930	29.3000		910	90
2940	29.4000		910	90
2950	29.5000		906	94
2960	29.6000		908	92
2970	29.7000		906	94
2980	29.8000		905	95
2990	29.9000		905	95
3000	30.0000		900	100
3010	30.1000		903	97
3020	30.2000		907	93
3030	30.3000		902	98
3040	30.4000		899	101
3050	30.5000		906	94
3060	30.6000		908	92
3070	30.7000		908	92
3080	30.8000		909	91
3090	30.9000		905	95
3100	31.0000		910	90
3110	31.1000		914	86
3120	31.2000		917	83
3130	31.3000		916	84
3140	31.4000		913	87
3150	31.5000		911	89
3160	31.6000		915	85
3170	31.7000		912	88
3180	31.8000		908	92
3190	31.9000		906	94
3200	32.0000		906	94
3210	32.1000		904	96
3220	32.2000		906	94
3230	32.3000		906	94
3240	32.4000		909	91
3250	32.5000		908	92
3260	32.6000		910	90
3270	32.7000		914	86
3280	32.8000		913	87
3290	32.9000		916	84
3300	33.0000		921	79
3310	33.1000		917	83
3320	33.2000		919	81
3330	33.3000		915	85
3340	33.4000		917	83
3350	33.5000		912	88
3360	33.6000		917	83
3370	33.7000		912	88
3380	33.8000		908	92
3390	33.9000		908	92
3400	34.0000		910	90
3410	34.1000		913	87
3420	34.2000		917	83
3430	34.3000		917	83
3440	34.4000		918	82
3450	34.5000		913	87
3460	34.6000		913	87
3470	34.7000		909	91
3480	34.8000		912	88
3490	34.9000		912	88
3500	35.0000		912	88
3510	35.1000		913	87
3520	35.2000		909	91
3530	35.3000		907	93
3540	35.4000		905	95
3550	35.5000		909	91
3560	35.6000		908	92
3570	35.7000		910	90
3580	35.8000		918	82
3590	35.9000		921	79
3600	36.0000		927	73
3610	36.1000		931	69
3620	36.2000		931	69
3630	36.3000		924	76
3640	36.4000		924	76
3650	36.5000		918	82
3660	36.6000		921	79
3670	36.7000		920	80
3680	36.8000		919	81
3690	36.9000		918	82
3700	37.0000		916	84
3710	37.1000		912	88
3720	37.2000		918	82
3730	37.3000		918	82
3740	37.4000		920	80
3750	37.5000		922	78
3760	37.6000		922	78
3770	37.7000		927	73
3780	37.8000		921	79
3790	37.9000		925	75
3800	38.0000		928	72
3810	38.1000		926	74
3820	38.2000		934	66
3830	38.3000		936	64
3840	38.4000		938	62
3850	38.5000		934	66
3860	38.6000		936	64
3870	38.7000		939	61
3880	38.8000		934	66
3890	38.9000		936	64
3900	39.0000		935	65
3910	39.1000		937	63
3920	39.2000		938	62
3930	39.3000		941	59
3940	39.4000		943	57
3950	39.5000		943	57
3960	39.6000		940	60
3970	39.7000		942	58
3980	39.8000		944	56
3990	39.9000		949	51
4000	40.0000		950	50
4010	40.1000		946	54
4020	40.2000		947	53
4030	40.3000		949	51
4040	40.4000		947	53
4050	40.5000		948	52
4060	40.6000		944	56
4070	40.7000		946	54
4080	40.8000		944	56
4090	40.9000		947	53
4100	41.0000		941	59
4110	41.1000		942	58
4120	41.2000		939	61
4130	41.3000		941	59
4140	41.4000		939	61
4150	41.5000		940	60
4160	41.6000		943	57
4170	41.7000		943	57
4180	41.8000		939	61
4190	41.9000		930	70
4200	42.0000		929	71
4210	42.1000		928	72
4220	42.2000		932	68
4230	42.3000		935	65
4240	42.4000		938	62
4250	42.5000		937	63
4260	42.6000		936	64
4270	42.7000		927	73
4280	42.8000		923	77
4290	42.9000		919	81
4300	43.0000		920	80
4310	43.1000		926	74
4320	43.2000		926	74
4330	43.3000		925	75
4340	43.4000		923	77
4350	43.5000		926	74
4360	43.6000		926	74
4370	43.7000		923	77
4380	43.8000		926	74
4390	43.9000		921	79
4400	44.0000		923	77
4410	44.1000		920	80
4420	44.2000		919	81
4430	44.3000		919	81
4440	44.4000		916	84
4450	44.5000		915	85
4460	44.6000		914	86
4470	44.7000		909	91
