# Creating system...
# System created with N=1000 particles

# Initial state:
# Susceptibles: 999, Infected: 1

# Starting simulation...
# Step	Time		S	I
0	0.0000		999	1
10	0.1000		999	1
20	0.2000		999	1
30	0.3000		999	1
40	0.4000		999	1
50	0.5000		999	1
60	0.6000		999	1
70	0.7000		999	1
80	0.8000		999	1
90	0.9000		999	1
100	1.0000		1000	0
110	1.1000		1000	0
120	1.2000		1000	0
130	1.3000		1000	0
140	1.4000		1000	0
150	1.5000		1000	0
160	1.6000		1000	0
170	1.7000		1000	0
180	1.8000		1000	0
190	1.9000		1000	0
200	2.0000		1000	0
210	2.1000		1000	0
220	2.2000		1000	0
230	2.3000		1000	0
240	2.4000		1000	0
250	2.5000		1000	0
260	2.6000		1000	0
270	2.7000		1000	0
280	2.8000		1000	0
290	2.9000		1000	0
300	3.0000		1000	0
310	3.1000		1000	0
320	3.2000		1000	0
330	3.3000		1000	0
340	3.4000		1000	0
350	3.5000		1000	0
360	3.6000		1000	0
370	3.7000		1000	0
380	3.8000		1000	0
390	3.9000		1000	0
400	4.0000		1000	0
410	4.1000		1000	0
420	4.2000		1000	0
430	4.3000		1000	0
440	4.4000		1000	0
450	4.5000		1000	0
460	4.6000		1000	0
470	4.7000		1000	0
480	4.8000		1000	0
490	4.9000		1000	0
500	5.0000		1000	0
510	5.1000		1000	0
520	5.2000		1000	0
530	5.3000		1000	0
540	5.4000		1000	0
550	5.5000		1000	0
560	5.6000		1000	0
570	5.7000		1000	0
580	5.8000		1000	0
590	5.9000		1000	0
600	6.0000		1000	0
610	6.1000		1000	0
620	6.2000		1000	0
630	6.3000		1000	0
640	6.4000		1000	0
650	6.5000		1000	0
660	6.6000		1000	0
670	6.7000		1000	0
680	6.8000		1000	0
690	6.9000		1000	0
700	7.0000		1000	0
710	7.1000		1000	0
720	7.2000		1000	0
730	7.3000		1000	0
740	7.4000		1000	0
750	7.5000		1000	0
760	7.6000		1000	0
770	7.7000		1000	0
780	7.8000		1000	0
790	7.9000		1000	0
800	8.0000		1000	0
810	8.1000		1000	0
820	8.2000		1000	0
830	8.3000		1000	0
840	8.4000		1000	0
850	8.5000		1000	0
860	8.6000		1000	0
870	8.7000		1000	0
880	8.8000		1000	0
890	8.9000		1000	0
900	9.0000		1000	0
910	9.1000		1000	0
920	9.2000		1000	0
930	9.3000		1000	0
940	9.4000		1000	0
950	9.5000		1000	0
960	9.6000		1000	0
970	9.7000		1000	0
980	9.8000		1000	0
990	9.9000		1000	0
1000	10.0000		1000	0
1010	10.1000		1000	0
1020	10.2000		1000	0
1030	10.3000		1000	0
1040	10.4000		1000	0
1050	10.5000		1000	0
1060	10.6000		1000	0
1070	10.7000		1000	0
1080	10.8000		1000	0
1090	10.9000		1000	0
1100	11.0000		1000	0
1110	11.1000		1000	0
1120	11.2000		1000	0
1130	11.3000		1000	0
1140	11.4000		1000	0
1150	11.5000		1000	0
1160	11.6000		1000	0
1170	11.7000		1000	0
1180	11.8000		1000	0
1190	11.9000		1000	0
1200	12.0000		1000	0
1210	12.1000		1000	0
1220	12.2000		1000	0
1230	12.3000		1000	0
1240	12.4000		1000	0
1250	12.5000		1000	0
1260	12.6000		1000	0
1270	12.7000		1000	0
1280	12.8000		1000	0
1290	12.9000		1000	0
1300	13.0000		1000	0
1310	13.1000		1000	0
1320	13.2000		1000	0
1330	13.3000		1000	0
1340	13.4000		1000	0
1350	13.5000		1000	0
1360	13.6000		1000	0
1370	13.7000		1000	0
1380	13.8000		1000	0
1390	13.9000		1000	0
1400	14.0000		1000	0
1410	14.1000		1000	0
1420	14.2000		1000	0
1430	14.3000		1000	0
1440	14.4000		1000	0
1450	14.5000		1000	0
1460	14.6000		1000	0
1470	14.7000		1000	0
1480	14.8000		1000	0
1490	14.9000		1000	0
1500	15.0000		1000	0
1510	15.1000		1000	0
1520	15.2000		1000	0
1530	15.3000		1000	0
1540	15.4000		1000	0
1550	15.5000		1000	0
1560	15.6000		1000	0
1570	15.7000		1000	0
1580	15.8000		1000	0
1590	15.9000		1000	0
1600	16.0000		1000	0
1610	16.1000		1000	0
1620	16.2000		1000	0
1630	16.3000		1000	0
1640	16.4000		1000	0
1650	16.5000		1000	0
1660	16.6000		1000	0
1670	16.7000		1000	0
1680	16.8000		1000	0
1690	16.9000		1000	0
1700	17.0000		1000	0
1710	17.1000		1000	0
1720	17.2000		1000	0
1730	17.3000		1000	0
1740	17.4000		1000	0
1750	17.5000		1000	0
1760	17.6000		1000	0
1770	17.7000		1000	0
1780	17.8000		1000	0
1790	17.9000		1000	0
1800	18.0000		1000	0
1810	18.1000		1000	0
1820	18.2000		1000	0
1830	18.3000		1000	0
1840	18.4000		1000	0
1850	18.5000		1000	0
1860	18.6000		1000	0
1870	18.7000		1000	0
1880	18.8000		1000	0
1890	18.9000		1000	0
1900	19.0000		1000	0
1910	19.1000		1000	0
1920	19.2000		1000	0
1930	19.3000		1000	0
1940	19.4000		1000	0
1950	19.5000		1000	0
1960	19.6000		1000	0
1970	19.7000		1000	0
1980	19.8000		1000	0
1990	19.9000		1000	0
2000	20.0000		1000	0
2010	20.1000		1000	0
2020	20.2000		1000	0
2030	20.3000		1000	0
2040	20.4000		1000	0
2050	20.5000		1000	0
2060	20.6000		1000	0
2070	20.7000		1000	0
2080	20.8000		1000	0
2090	20.9000		1000	0
2100	21.0000		1000	0
2110	21.1000		1000	0
2120	21.2000		1000	0
2130	21.3000		1000	0
2140	21.4000		1000	0
2150	21.5000		1000	0
2160	21.6000		1000	0
2170	21.7000		1000	0
2180	21.8000		1000	0
2190	21.9000		1000	0
2200	22.0000		1000	0
2210	22.1000		1000	0
2220	22.2000		1000	0
2230	22.3000		1000	0
2240	22.4000		1000	0
2250	22.5000		1000	0
2260	22.6000		1000	0
2270	22.7000		1000	0
2280	22.8000		1000	0
2290	22.9000		1000	0
2300	23.0000		1000	0
2310	23.1000		1000	0
2320	23.2000		1000	0
2330	23.3000		1000	0
2340	23.4000		1000	0
2350	23.5000		1000	0
2360	23.6000		1000	0
2370	23.7000		1000	0
2380	23.8000		1000	0
2390	23.9000		1000	0
2400	24.0000		1000	0
2410	24.1000		1000	0
2420	24.2000		1000	0
2430	24.3000		1000	0
2440	24.4000		1000	0
2450	24.5000		1000	0
2460	24.6000		1000	0
2470	24.7000		1000	0
2480	24.8000		1000	0
2490	24.9000		1000	0
2500	25.0000		1000	0
2510	25.1000		1000	0
2520	25.2000		1000	0
2530	25.3000		1000	0
2540	25.4000		1000	0
2550	25.5000		1000	0
2560	25.6000		1000	0
2570	25.7000		1000	0
2580	25.8000		1000	0
2590	25.9000		1000	0
2600	26.0000		1000	0
2610	26.1000		1000	0
2620	26.2000		1000	0
2630	26.3000		1000	0
2640	26.4000		1000	0
2650	26.5000		1000	0
2660	26.6000		1000	0
2670	26.7000		1000	0
2680	26.8000		1000	0
2690	26.9000		1000	0
2700	27.0000		1000	0
2710	27.1000		1000	0
2720	27.2000		1000	0
2730	27.3000		1000	0
2740	27.4000		1000	0
2750	27.5000		1000	0
2760	27.6000		1000	0
2770	27.7000		1000	0
2780	27.8000		1000	0
2790	27.9000		1000	0
2800	28.0000		1000	0
2810	28.1000		1000	0
2820	28.2000		1000	0
2830	28.3000		1000	0
2840	28.4000		1000	0
2850	28.5000		1000	0
2860	28.6000		1000	0
2870	28.7000		1000	0
2880	28.8000		1000	0
2890	28.9000		1000	0
2900	29.0000		1000	0
2910	29.1000		1000	0
2920	29.2000		1000	0
2930	29.3000		1000	0
2940	29.4000		1000	0
2950	29.5000		1000	0
2960	29.6000		1000	0
2970	29.7000		1000	0
2980	29.8000		1000	0
2990	29.9000		1000	0
3000	30.0000		1000	0
3010	30.1000		1000	0
3020	30.2000		1000	0
3030	30.3000		1000	0
3040	30.4000		1000	0
3050	30.5000		1000	0
3060	30.6000		1000	0
3070	30.7000		1000	0
3080	30.8000		1000	0
3090	30.9000		1000	0
3100	31.0000		1000	0
3110	31.1000		1000	0
3120	31.2000		1000	0
3130	31.3000		1000	0
3140	31.4000		1000	0
3150	31.5000		1000	0
3160	31.6000		1000	0
3170	31.7000		1000	0
3180	31.8000		1000	0
3190	31.9000		1000	0
3200	32.0000		1000	0
3210	32.1000		1000	0
3220	32.2000		1000	0
3230	32.3000		1000	0
3240	32.4000		1000	0
3250	32.5000		1000	0
3260	32.6000		1000	0
3270	32.7000		1000	0
3280	32.8000		1000	0
3290	32.9000		1000	0
3300	33.0000		1000	0
3310	33.1000		1000	0
3320	33.2000		1000	0
3330	33.3000		1000	0
3340	33.4000		1000	0
3350	33.5000		1000	0
3360	33.6000		1000	0
3370	33.7000		1000	0
3380	33.8000		1000	0
3390	33.9000		1000	0
3400	34.0000		1000	0
3410	34.1000		1000	0
3420	34.2000		1000	0
3430	34.3000		1000	0
3440	34.4000		1000	0
3450	34.5000		1000	0
3460	34.6000		1000	0
3470	34.7000		1000	0
3480	34.8000		1000	0
3490	34.9000		1000	0
3500	35.0000		1000	0
3510	35.1000		1000	0
3520	35.2000		1000	0
3530	35.3000		1000	0
3540	35.4000		1000	0
3550	35.5000		1000	0
3560	35.6000		1000	0
3570	35.7000		1000	0
3580	35.8000		1000	0
3590	35.9000		1000	0
3600	36.0000		1000	0
3610	36.1000		1000	0
3620	36.2000		1000	0
3630	36.3000		1000	0
3640	36.4000		1000	0
3650	36.5000		1000	0
3660	36.6000		1000	0
3670	36.7000		1000	0
3680	36.8000		1000	0
3690	36.9000		1000	0
3700	37.0000		1000	0
3710	37.1000		1000	0
3720	37.2000		1000	0
3730	37.3000		1000	0
3740	37.4000		1000	0
3750	37.5000		1000	0
3760	37.6000		1000	0
3770	37.7000		1000	0
3780	37.8000		1000	0
3790	37.9000		1000	0
3800	38.0000		1000	0
3810	38.1000		1000	0
3820	38.2000		1000	0
3830	38.3000		1000	0
3840	38.4000		1000	0
3850	38.5000		1000	0
3860	38.6000		1000	0
3870	38.7000		1000	0
3880	38.8000		1000	0
3890	38.9000		1000	0
3900	39.0000		1000	0
3910	39.1000		1000	0
3920	39.2000		1000	0
3930	39.3000		1000	0
3940	39.4000		1000	0
3950	39.5000		1000	0
3960	39.6000		1000	0
3970	39.7000		1000	0
3980	39.8000		1000	0
3990	39.9000		1000	0
4000	40.0000		1000	0
4010	40.1000		1000	0
4020	40.2000		1000	0
4030	40.3000		1000	0
4040	40.4000		1000	0
4050	40.5000		1000	0
4060	40.6000		1000	0
4070	40.7000		1000	0
4080	40.8000		1000	0
4090	40.9000		1000	0
4100	41.0000		1000	0
4110	41.1000		1000	0
4120	41.2000		1000	0
4130	41.3000		1000	0
4140	41.4000		1000	0
